ID,Block,Trial,TargetPosition,DistractorPosition,fix_x,fix_y
801,13,7,11,2,234,358
801,13,7,11,2,265,367
801,13,10,10,4,392,132
801,13,14,11,4,224,382
801,13,14,11,4,246,404
801,13,15,12,2,360,602
801,13,15,12,2,378,608
801,13,16,9,5,658,154
801,13,19,8,4,825,397
801,13,20,8,4,801,415
801,14,1,4,7,649,645
801,14,1,4,7,659,630
801,14,1,4,7,501,387
801,14,1,4,7,511,183
801,14,1,4,7,494,390
801,14,4,3,8,535,387
801,14,4,3,8,715,301
801,14,4,3,8,732,298
801,14,4,3,8,578,351
801,14,8,4,11,532,361
801,14,8,4,11,494,156
801,14,8,4,11,521,149
801,14,10,5,8,476,364
801,14,10,5,8,317,240
801,14,10,5,8,323,278
801,14,10,5,8,517,371
801,14,11,3,7,517,379
801,14,11,3,7,700,315
801,14,11,3,7,711,298
801,14,11,3,7,550,390
801,14,13,5,8,672,411
801,14,13,5,8,512,377
801,14,13,5,8,344,301
801,14,13,5,8,310,280
801,14,13,5,8,508,384
801,14,14,1,7,531,444
801,14,14,1,7,429,572
801,14,14,1,7,529,650
801,14,14,1,7,495,444
801,14,15,2,9,544,410
801,14,15,2,9,740,525
801,14,17,5,8,475,379
801,14,17,5,8,310,269
801,14,17,5,8,470,340
801,14,19,6,11,469,375
801,14,19,6,11,293,543
801,14,19,6,11,315,533
801,14,19,6,11,497,409
801,14,20,6,11,309,521
801,15,2,4,8,656,311
801,15,2,4,8,483,220
801,15,2,4,8,520,142
801,15,2,4,8,504,384
801,15,3,2,7,526,444
801,15,3,2,7,745,509
801,15,3,2,7,561,440
801,15,4,5,8,504,379
801,15,4,5,8,314,263
801,15,4,5,8,332,276
801,15,4,5,8,515,390
801,15,7,4,8,502,359
801,15,7,4,8,508,143
801,15,7,4,8,529,167
801,15,7,4,8,508,393
801,15,8,5,8,491,373
801,15,8,5,8,302,257
801,15,8,5,8,318,268
801,15,8,5,8,500,383
801,15,10,3,9,550,366
801,15,10,3,9,721,359
801,15,10,3,9,714,304
801,15,10,3,9,556,376
801,15,11,5,11,385,383
801,15,11,5,11,275,335
801,15,11,5,11,319,249
801,15,11,5,11,315,272
801,15,11,5,11,493,399
801,15,12,4,8,515,361
801,15,12,4,8,505,161
801,15,12,4,8,500,366
801,15,13,4,10,452,294
801,15,13,4,10,493,154
801,15,13,4,10,510,379
801,15,14,4,12,503,186
801,15,16,1,12,485,406
801,15,16,1,12,542,621
801,15,16,1,12,535,629
801,15,17,3,7,506,366
801,15,17,3,7,637,373
801,15,17,3,7,740,274
801,15,18,4,11,516,367
801,15,18,4,11,534,130
801,15,18,4,11,520,364
801,15,19,6,8,527,379
801,15,19,6,8,513,392
801,15,19,6,8,298,534
801,15,19,6,8,478,434
801,15,19,6,8,500,421
801,15,20,3,12,531,371
801,15,20,3,12,714,303
801,15,20,3,12,723,290
801,16,1,12,6,356,658
801,16,1,12,6,387,627
801,16,2,10,4,343,114
801,16,6,10,6,396,133
801,16,6,10,6,395,142
801,16,8,8,5,863,409
801,16,8,8,5,832,426
801,16,11,8,6,797,400
801,16,14,12,6,391,559
801,16,14,12,6,380,602
801,16,16,8,5,818,396
801,16,19,9,6,618,146
801,16,19,9,6,655,136
801,16,20,9,5,644,101
801,16,20,9,5,655,108
801,17,1,9,6,727,118
801,17,2,7,2,720,576
801,17,2,7,2,707,599
801,17,3,10,5,407,134
801,17,3,10,5,423,139
801,17,4,8,5,823,364
801,17,4,8,5,815,369
801,17,7,10,4,374,106
801,17,7,10,4,398,138
801,17,10,7,6,642,565
801,17,10,7,6,660,603
801,17,18,8,3,788,364
801,17,19,8,5,805,363
801,17,20,7,2,637,590
801,17,20,7,2,652,618
801,18,1,4,10,384,158
801,18,1,4,10,512,143
801,18,1,4,10,514,366
801,18,3,5,10,501,356
801,18,3,5,10,310,272
801,18,3,5,10,329,268
801,18,3,5,10,511,354
801,18,11,4,9,508,331
801,18,11,4,9,542,175
801,18,11,4,9,533,338
801,18,12,2,10,465,260
801,18,12,2,10,504,307
801,18,12,2,10,757,525
801,18,12,2,10,744,501
801,18,12,2,10,584,383
801,18,13,1,8,516,374
801,18,13,1,8,525,582
801,18,13,1,8,528,598
801,18,13,1,8,514,368
801,18,15,4,8,527,295
801,18,15,4,8,534,131
801,18,16,5,11,506,308
801,18,16,5,11,343,241
801,18,16,5,11,502,324
801,18,18,3,10,530,312
801,18,18,3,10,676,294
801,18,18,3,10,749,250
801,18,18,3,10,583,310
801,18,19,2,11,566,343
801,18,19,2,11,736,474
801,18,19,2,11,579,359
801,18,20,1,10,545,370
801,18,20,1,10,546,611
801,18,20,1,10,535,418
801,19,1,5,12,515,391
801,19,1,5,12,386,299
801,19,1,5,12,369,301
801,19,1,5,12,505,382
801,19,2,6,9,500,389
801,19,2,6,9,285,556
801,19,2,6,9,322,521
801,19,2,6,9,530,393
801,19,3,6,10,507,382
801,19,3,6,10,321,559
801,19,3,6,10,332,521
801,19,4,3,8,567,345
801,19,4,3,8,713,281
801,19,4,3,8,752,289
801,19,5,5,12,505,355
801,19,5,5,12,338,274
801,19,5,5,12,511,368
801,19,6,1,9,518,398
801,19,6,1,9,530,616
801,19,6,1,9,521,383
801,19,7,3,11,552,340
801,19,7,3,11,751,288
801,19,7,3,11,596,340
801,19,9,5,8,524,377
801,19,9,5,8,361,268
801,19,10,6,7,350,513
801,19,10,6,7,337,528
801,19,16,3,11,559,343
801,19,16,3,11,731,276
801,19,16,3,11,591,336
801,19,17,3,10,567,346
801,19,17,3,10,728,291
801,19,17,3,10,745,296
801,19,17,3,10,556,392
801,19,18,2,12,508,447
801,19,18,2,12,771,496
801,19,18,2,12,758,500
801,19,18,2,12,560,388
801,20,1,8,6,832,360
801,20,1,8,6,836,368
801,20,2,12,2,419,628
801,20,3,7,5,671,604
801,20,3,7,5,686,626
801,20,4,9,2,663,149
801,20,4,9,2,689,158
801,20,5,10,2,406,160
801,20,6,8,6,812,375
801,20,9,9,2,709,192
801,20,9,9,2,672,188
801,20,13,11,4,256,394
801,20,14,8,3,818,381
801,20,15,8,5,851,384
801,20,15,8,5,833,385
801,20,17,12,2,378,628
801,20,17,12,2,403,636
801,20,18,10,2,413,151
801,21,5,7,1,631,653
801,21,5,7,1,661,726
801,21,6,10,6,367,179
801,21,7,11,5,199,395
801,21,7,11,5,215,415
801,21,10,12,5,343,679
801,21,11,9,4,622,166
801,21,11,9,4,645,159
801,21,14,7,6,602,688
801,21,14,7,6,619,717
801,21,17,11,1,204,413
801,21,18,7,3,601,709
801,22,1,6,10,457,438
801,22,1,6,10,298,582
801,22,1,6,10,465,468
801,22,4,6,11,461,438
801,22,4,6,11,306,548
801,22,4,6,11,296,555
801,22,4,6,11,467,437
801,22,5,2,10,517,439
801,22,5,2,10,728,570
801,22,8,2,8,499,400
801,22,8,2,8,519,424
801,22,8,2,8,718,523
801,22,8,2,8,537,423
801,22,10,3,7,585,631
801,22,10,3,7,645,265
801,22,10,3,7,722,286
801,22,14,2,11,526,454
801,22,14,2,11,685,571
801,22,14,2,11,697,565
801,22,15,5,7,476,410
801,22,15,5,7,316,321
801,22,15,5,7,483,409
801,22,18,2,10,524,457
801,22,18,2,10,715,541
801,22,18,2,10,537,439
801,23,1,2,11,313,392
801,23,1,2,11,479,412
801,23,1,2,11,767,540
801,23,1,2,11,729,530
801,23,1,2,11,524,404
801,23,3,6,8,500,408
801,23,3,6,8,294,535
801,23,3,6,8,315,544
801,23,3,6,8,489,426
801,23,4,6,7,488,417
801,23,4,6,7,342,545
801,23,4,6,7,492,453
801,23,5,3,7,525,435
801,23,5,3,7,555,385
801,23,5,3,7,719,303
801,23,5,3,7,571,378
801,23,7,3,9,529,374
801,23,7,3,9,720,343
801,23,7,3,9,743,290
801,23,7,3,9,537,386
801,23,8,2,9,534,433
801,23,8,2,9,702,510
801,23,8,2,9,713,516
801,23,8,2,9,530,433
801,23,9,1,9,505,437
801,23,9,1,9,527,692
801,23,9,1,9,527,730
801,23,10,4,9,522,381
801,23,10,4,9,525,212
801,23,10,4,9,525,187
801,23,10,4,9,507,390
801,23,11,2,10,542,419
801,23,11,2,10,708,518
801,23,11,2,10,726,521
801,23,11,2,10,569,451
801,23,14,4,12,508,399
801,23,14,4,12,509,186
801,23,14,4,12,529,179
801,23,14,4,12,517,443
801,23,15,2,8,537,418
801,23,15,2,8,702,483
801,23,15,2,8,710,509
801,23,15,2,8,545,423
801,23,19,4,10,529,374
801,23,19,4,10,549,146
801,24,1,10,1,494,441
801,24,1,10,1,506,744
801,24,1,10,1,497,402
801,24,1,10,1,353,169
801,24,1,10,1,367,156
801,24,3,8,3,782,451
801,24,3,8,3,538,445
801,24,8,10,6,371,159
801,24,11,11,3,195,412
801,24,11,11,3,217,427
801,24,11,11,3,507,418
801,24,13,12,1,337,687
801,24,13,12,1,329,712
801,24,14,7,4,629,672
801,24,14,7,4,615,724
801,24,16,10,6,368,157
801,24,16,10,6,425,208
801,24,20,10,2,371,159
801,24,20,10,2,437,264
801,25,1,10,6,407,198
801,25,1,10,6,414,193
801,25,2,12,3,423,638
801,25,3,12,4,415,657
801,25,4,7,1,676,634
801,25,4,7,1,678,652
801,25,6,12,4,400,644
801,25,9,7,2,633,632
801,25,9,7,2,654,648
801,25,12,12,1,366,646
801,25,15,11,2,217,428
801,25,15,11,2,246,441
801,25,18,7,1,649,662
801,25,20,10,1,387,190
801,25,20,10,1,383,197
801,26,1,6,11,503,395
801,26,1,6,11,324,549
801,26,1,6,11,497,444
801,26,2,5,11,486,386
801,26,2,5,11,319,339
801,26,2,5,11,509,438
801,26,3,1,9,521,453
801,26,3,1,9,505,663
801,26,5,4,7,501,377
801,26,5,4,7,529,190
801,26,5,4,7,522,321
801,26,6,3,9,586,300
801,26,6,3,9,722,321
801,26,6,3,9,664,273
801,26,7,1,11,534,388
801,26,7,1,11,527,417
801,26,7,1,11,535,645
801,26,7,1,11,543,428
801,26,8,4,9,510,361
801,26,8,4,9,523,161
801,26,9,4,7,518,343
801,26,9,4,7,519,177
801,26,11,1,9,511,440
801,26,11,1,9,540,621
801,26,11,1,9,543,631
801,26,12,6,12,503,417
801,26,12,6,12,307,578
801,26,12,6,12,334,547
801,26,12,6,12,505,428
801,26,13,1,9,538,625
801,26,13,1,9,543,647
801,26,15,2,11,537,418
801,26,15,2,11,714,517
801,26,15,2,11,735,520
801,26,17,3,10,553,395
801,26,17,3,10,755,278
801,26,17,3,10,602,400
801,26,18,1,12,550,410
801,26,18,1,12,517,436
801,26,18,1,12,530,641
801,26,19,5,11,505,401
801,26,19,5,11,315,308
801,26,20,4,12,529,425
801,26,20,4,12,515,169
801,26,20,4,12,534,397
801,27,2,2,10,535,370
801,27,2,2,10,734,518
801,27,2,2,10,541,396
801,27,3,6,10,491,384
801,27,3,6,10,304,537
801,27,3,6,10,324,517
801,27,3,6,10,541,370
801,27,7,3,12,573,289
801,27,7,3,12,752,277
801,27,7,3,12,569,377
801,27,9,4,7,552,373
801,27,9,4,7,508,197
801,27,9,4,7,537,168
801,27,9,4,7,548,392
801,27,12,5,7,501,355
801,27,12,5,7,322,306
801,27,12,5,7,521,373
801,27,13,2,11,556,375
801,27,13,2,11,567,411
801,27,13,2,11,735,497
801,27,13,2,11,574,413
801,27,14,6,10,508,387
801,27,14,6,10,299,551
801,27,14,6,10,344,533
801,27,14,6,10,550,400
801,27,15,3,8,557,385
801,27,15,3,8,742,348
801,27,15,3,8,754,292
801,27,15,3,8,576,407
801,27,16,1,8,551,420
801,27,16,1,8,556,626
801,27,16,1,8,545,645
801,28,1,9,5,658,182
801,28,3,11,3,233,429
801,28,3,11,3,270,437
801,28,5,11,2,275,426
801,28,7,8,4,820,404
801,28,10,10,2,388,157
801,28,11,9,5,663,140
801,28,11,9,5,680,149
801,28,15,10,6,368,156
801,28,15,10,6,392,169
801,28,16,12,5,363,690
801,28,16,12,5,384,640
801,28,19,10,6,419,129
801,28,19,10,6,386,156
801,28,20,9,6,642,159
801,28,20,9,6,666,178
801,29,6,11,2,267,398
801,29,10,9,5,662,200
801,29,11,9,3,651,191
801,29,12,11,5,245,405
801,29,12,11,5,259,419
801,29,14,9,3,608,144
801,29,14,9,3,655,166
801,29,15,9,6,618,159
801,29,15,9,6,651,177
801,29,16,11,1,244,429
801,29,19,8,6,791,435
801,30,1,1,10,508,433
801,30,1,1,10,515,648
801,30,1,1,10,503,430
801,30,1,1,10,517,420
801,30,2,6,10,489,400
801,30,2,6,10,300,520
801,30,2,6,10,316,517
801,30,2,6,10,485,410
801,30,3,3,10,530,373
801,30,3,3,10,687,284
801,30,3,3,10,718,284
801,30,3,3,10,546,389
801,30,5,2,9,543,398
801,30,5,2,9,730,542
801,30,5,2,9,742,532
801,30,5,2,9,555,417
801,30,6,5,7,493,378
801,30,6,5,7,313,292
801,30,7,4,11,508,357
801,30,7,4,11,493,178
801,30,7,4,11,506,175
801,30,7,4,11,500,382
801,30,9,4,8,503,353
801,30,9,4,8,516,172
801,30,10,4,9,507,362
801,30,10,4,9,513,194
801,30,10,4,9,504,374
801,30,11,1,9,520,433
801,30,11,1,9,534,677
801,30,16,1,9,494,420
801,30,16,1,9,524,634
801,30,16,1,9,519,639
801,30,16,1,9,507,432
801,30,17,2,10,545,389
801,30,17,2,10,719,511
801,30,17,2,10,560,427
801,31,1,2,7,532,420
801,31,1,2,7,732,605
801,31,1,2,7,719,533
801,31,1,2,7,519,374
801,31,2,1,12,508,414
801,31,2,1,12,532,661
801,31,2,1,12,517,408
801,31,3,2,10,553,368
801,31,3,2,10,731,515
801,31,3,2,10,556,419
801,31,4,6,10,480,401
801,31,4,6,10,360,407
801,31,4,6,10,314,531
801,31,6,5,12,498,358
801,31,6,5,12,329,287
801,31,7,5,11,309,309
801,31,8,1,9,499,432
801,31,8,1,9,525,687
801,31,10,3,12,505,362
801,31,10,3,12,546,370
801,31,10,3,12,729,280
801,31,10,3,12,542,398
801,31,11,3,11,542,378
801,31,11,3,11,716,281
801,31,12,5,8,495,381
801,31,12,5,8,331,275
801,31,12,5,8,512,430
801,31,12,5,8,510,407
801,31,13,2,8,526,421
801,31,13,2,8,740,531
801,31,13,2,8,567,442
801,31,14,3,12,542,381
801,31,14,3,12,705,285
801,31,14,3,12,736,296
801,31,14,3,12,559,388
801,31,17,6,10,496,407
801,31,17,6,10,338,525
801,31,17,6,10,330,537
801,31,19,3,12,548,390
801,31,19,3,12,753,301
801,31,19,3,12,559,406
801,32,1,9,5,643,195
801,32,1,9,5,307,258
801,32,1,9,5,325,297
801,32,1,9,5,474,362
801,32,1,9,5,638,162
801,32,1,9,5,663,154
801,32,2,12,5,383,655
801,32,2,12,5,409,636
801,32,3,10,2,366,169
801,32,4,9,2,637,179
801,32,6,10,6,377,166
801,32,7,7,4,633,667
801,32,8,8,5,826,406
801,32,8,8,5,798,420
801,32,9,11,5,245,393
801,32,9,11,5,512,413
801,32,11,8,1,805,415
801,32,13,7,4,664,669
801,32,13,7,4,642,658
801,32,14,8,4,800,421
801,32,16,8,3,799,403
801,32,16,8,3,781,416
801,32,17,8,3,804,407
801,32,18,11,3,230,405
801,32,18,11,3,237,393
801,32,19,11,4,223,409
802,1,1,2,9,653,153
802,1,1,2,9,627,179
802,1,3,2,8,300,331
802,1,3,2,8,280,237
802,1,3,2,8,499,156
802,1,3,2,8,491,386
802,1,3,2,8,707,492
802,1,3,2,8,686,501
802,1,3,2,8,498,367
802,1,3,2,8,629,444
802,1,3,2,8,688,498
802,1,4,4,12,339,632
802,1,4,4,12,494,363
802,1,4,4,12,482,220
802,1,4,4,12,487,165
802,1,6,3,7,497,146
802,1,6,3,7,697,284
802,1,6,3,7,495,388
802,1,6,3,7,617,661
802,1,6,3,7,621,622
802,1,6,3,7,506,361
802,1,6,3,7,713,270
802,1,6,3,7,691,261
802,1,7,2,11,196,379
802,1,7,2,11,206,402
802,1,7,2,11,276,502
802,1,7,2,11,489,373
802,1,7,2,11,695,455
802,1,7,2,11,737,546
802,1,7,2,11,690,521
802,1,7,2,11,677,506
802,1,10,1,10,340,150
802,1,10,1,10,261,311
802,1,10,1,10,525,413
802,1,10,1,10,487,414
802,1,10,1,10,496,670
802,1,10,1,10,488,617
802,1,12,4,7,629,610
802,1,12,4,7,612,604
802,1,12,4,7,538,583
802,1,12,4,7,477,367
802,1,12,4,7,478,318
802,1,12,4,7,472,185
