ID,Block,Trial,Task,TargetPosition,DistractorPosition,Accuracy,fix_x,fix_y
801,9,10,2,12,1,1,382,624
801,9,11,2,12,5,1,365,641
801,9,11,2,12,5,1,367,633
801,9,12,2,10,1,1,366,157
801,9,12,2,10,1,1,381,199
801,9,13,2,10,3,0,400,211
801,9,14,2,7,5,1,629,631
801,9,14,2,7,5,1,656,643
801,9,16,2,10,6,1,395,195
801,9,16,2,10,6,1,394,197
801,9,17,2,11,1,1,247,400
801,9,17,2,11,1,1,523,431
801,9,18,2,11,2,1,240,407
801,9,18,2,11,2,1,262,434
801,9,20,2,11,3,1,210,412
801,9,20,2,11,3,1,244,431
801,10,1,1,6,10,1,490,421
801,10,1,1,6,10,1,269,536
801,10,1,1,6,10,1,305,517
801,10,1,1,6,10,1,497,404
801,10,3,1,5,11,1,496,422
801,10,3,1,5,11,1,326,313
801,10,3,1,5,11,1,510,421
801,10,5,1,1,7,1,524,456
801,10,5,1,1,7,1,508,692
801,10,5,1,1,7,1,531,664
801,10,5,1,1,7,1,605,558
801,10,8,1,3,11,1,282,402
801,10,8,1,3,11,1,263,413
801,10,8,1,3,11,1,495,433
801,10,8,1,3,11,1,551,401
801,10,8,1,3,11,1,714,301
801,10,8,1,3,11,1,583,349
801,10,9,1,6,7,1,494,432
801,10,9,1,6,7,1,303,537
801,10,9,1,6,7,1,330,544
801,10,9,1,6,7,1,517,449
801,10,10,1,1,11,1,515,457
801,10,10,1,1,11,1,531,650
801,10,10,1,1,11,1,515,449
801,10,11,1,5,8,1,668,427
801,10,11,1,5,8,1,537,400
801,10,11,1,5,8,1,472,411
801,10,11,1,5,8,1,339,296
801,10,11,1,5,8,1,513,426
801,10,13,1,6,9,1,478,433
801,10,13,1,6,9,1,334,539
801,10,16,1,1,10,1,426,264
801,10,16,1,1,10,1,508,671
801,10,16,1,1,10,1,530,652
801,10,20,1,2,7,1,534,435
801,10,20,1,2,7,1,729,521
801,10,20,1,2,7,1,712,527
801,10,20,1,2,7,1,565,446
801,11,2,1,6,11,1,493,440
801,11,2,1,6,11,1,334,530
801,11,2,1,6,11,1,329,521
801,11,6,1,2,12,1,513,415
801,11,6,1,2,12,1,541,420
801,11,6,1,2,12,1,742,504
801,11,6,1,2,12,1,565,452
801,11,7,1,6,11,1,415,419
801,11,7,1,6,11,1,481,460
801,11,7,1,6,11,1,332,526
801,11,7,1,6,11,1,512,424
801,11,9,1,2,7,0,547,434
801,11,9,1,2,7,0,716,490
801,11,9,1,2,7,0,738,506
801,11,9,1,2,7,0,574,440
801,11,11,1,5,12,1,513,406
801,11,11,1,5,12,1,366,279
801,11,11,1,5,12,1,354,304
801,11,11,1,5,12,1,527,406
801,11,14,1,4,8,1,518,376
801,11,14,1,4,8,1,549,192
801,11,17,1,2,11,1,565,404
801,11,17,1,2,11,1,743,507
801,11,17,1,2,11,1,586,426
801,11,18,1,2,8,1,734,505
801,11,18,1,2,8,1,587,415
801,11,20,1,3,11,1,747,278
801,11,20,1,3,11,1,763,268
801,12,1,2,12,6,1,402,693
801,12,1,2,12,6,1,395,653
801,12,1,2,12,6,1,398,612
801,12,2,2,12,3,1,390,639
801,12,2,2,12,3,1,396,644
801,12,2,2,12,3,1,423,639
801,12,3,2,8,1,1,837,386
801,12,3,2,8,1,1,837,405
801,12,7,2,12,5,1,405,633
801,12,7,2,12,5,1,390,612
801,12,8,2,10,1,1,382,179
801,12,8,2,10,1,1,404,186
801,12,9,2,8,4,1,810,418
801,12,10,2,12,6,1,366,600
801,12,10,2,12,6,1,387,626
801,12,11,2,12,6,1,371,629
801,12,11,2,12,6,1,388,631
801,12,11,2,12,6,1,527,445
801,12,18,2,9,1,1,640,152
801,12,18,2,9,1,1,682,159
801,12,19,2,7,3,1,667,611
801,12,19,2,7,3,1,681,603
801,12,20,2,8,6,1,817,360
801,13,2,2,11,5,1,235,386
801,13,2,2,11,5,1,273,397
801,13,6,2,8,6,1,843,398
801,13,6,2,8,6,1,829,395
801,13,7,2,11,2,1,234,358
801,13,7,2,11,2,1,265,367
801,13,10,2,10,4,1,392,132
801,13,14,2,11,4,1,224,382
801,13,14,2,11,4,1,246,404
801,13,15,2,12,2,1,360,602
801,13,15,2,12,2,1,378,608
801,13,16,2,9,5,1,658,154
801,13,19,2,8,4,1,825,397
801,13,20,2,8,4,1,801,415
801,14,1,1,4,7,1,649,645
801,14,1,1,4,7,1,659,630
801,14,1,1,4,7,1,501,387
801,14,1,1,4,7,1,511,183
801,14,1,1,4,7,1,494,390
801,14,4,1,3,8,1,535,387
801,14,4,1,3,8,1,715,301
801,14,4,1,3,8,1,732,298
801,14,4,1,3,8,1,578,351
801,14,8,1,4,11,1,532,361
801,14,8,1,4,11,1,494,156
801,14,8,1,4,11,1,521,149
801,14,10,1,5,8,1,476,364
801,14,10,1,5,8,1,317,240
801,14,10,1,5,8,1,323,278
801,14,10,1,5,8,1,517,371
801,14,11,1,3,7,1,517,379
801,14,11,1,3,7,1,700,315
801,14,11,1,3,7,1,711,298
801,14,11,1,3,7,1,550,390
801,14,13,1,5,8,1,672,411
801,14,13,1,5,8,1,512,377
801,14,13,1,5,8,1,344,301
801,14,13,1,5,8,1,310,280
801,14,13,1,5,8,1,508,384
801,14,14,1,1,7,1,531,444
801,14,14,1,1,7,1,429,572
801,14,14,1,1,7,1,529,650
801,14,14,1,1,7,1,495,444
801,14,15,1,2,9,1,544,410
801,14,15,1,2,9,1,740,525
801,14,17,1,5,8,1,475,379
801,14,17,1,5,8,1,310,269
801,14,17,1,5,8,1,470,340
801,14,19,1,6,11,1,469,375
801,14,19,1,6,11,1,293,543
801,14,19,1,6,11,1,315,533
801,14,19,1,6,11,1,497,409
801,14,20,1,6,11,1,309,521
801,15,2,1,4,8,1,656,311
801,15,2,1,4,8,1,483,220
801,15,2,1,4,8,1,520,142
801,15,2,1,4,8,1,504,384
801,15,3,1,2,7,1,526,444
801,15,3,1,2,7,1,745,509
801,15,3,1,2,7,1,561,440
801,15,4,1,5,8,1,504,379
801,15,4,1,5,8,1,314,263
801,15,4,1,5,8,1,332,276
801,15,4,1,5,8,1,515,390
801,15,7,1,4,8,1,502,359
801,15,7,1,4,8,1,508,143
801,15,7,1,4,8,1,529,167
801,15,7,1,4,8,1,508,393
801,15,8,1,5,8,1,491,373
801,15,8,1,5,8,1,302,257
801,15,8,1,5,8,1,318,268
801,15,8,1,5,8,1,500,383
801,15,10,1,3,9,1,550,366
801,15,10,1,3,9,1,721,359
801,15,10,1,3,9,1,714,304
801,15,10,1,3,9,1,556,376
801,15,11,1,5,11,1,385,383
801,15,11,1,5,11,1,275,335
801,15,11,1,5,11,1,319,249
801,15,11,1,5,11,1,315,272
801,15,11,1,5,11,1,493,399
801,15,12,1,4,8,1,515,361
801,15,12,1,4,8,1,505,161
801,15,12,1,4,8,1,500,366
801,15,13,1,4,10,1,452,294
801,15,13,1,4,10,1,493,154
801,15,13,1,4,10,1,510,379
801,15,14,1,4,12,1,503,186
801,15,16,1,1,12,1,485,406
801,15,16,1,1,12,1,542,621
801,15,16,1,1,12,1,535,629
801,15,17,1,3,7,1,506,366
801,15,17,1,3,7,1,637,373
801,15,17,1,3,7,1,740,274
801,15,18,1,4,11,1,516,367
801,15,18,1,4,11,1,534,130
801,15,18,1,4,11,1,520,364
801,15,19,1,6,8,1,527,379
801,15,19,1,6,8,1,513,392
801,15,19,1,6,8,1,298,534
801,15,19,1,6,8,1,478,434
801,15,19,1,6,8,1,500,421
801,15,20,1,3,12,1,531,371
801,15,20,1,3,12,1,714,303
801,15,20,1,3,12,1,723,290
801,16,1,2,12,6,1,356,658
801,16,1,2,12,6,1,387,627
801,16,2,2,10,4,1,343,114
801,16,6,2,10,6,1,396,133
801,16,6,2,10,6,1,395,142
801,16,8,2,8,5,1,863,409
801,16,8,2,8,5,1,832,426
801,16,11,2,8,6,1,797,400
801,16,14,2,12,6,1,391,559
801,16,14,2,12,6,1,380,602
801,16,16,2,8,5,1,818,396
801,16,19,2,9,6,1,618,146
801,16,19,2,9,6,1,655,136
801,16,20,2,9,5,1,644,101
801,16,20,2,9,5,1,655,108
801,17,1,2,9,6,1,727,118
801,17,2,2,7,2,1,720,576
801,17,2,2,7,2,1,707,599
801,17,3,2,10,5,1,407,134
801,17,3,2,10,5,1,423,139
801,17,4,2,8,5,1,823,364
801,17,4,2,8,5,1,815,369
801,17,7,2,10,4,1,374,106
801,17,7,2,10,4,1,398,138
801,17,10,2,7,6,1,642,565
801,17,10,2,7,6,1,660,603
801,17,18,2,8,3,1,788,364
801,17,19,2,8,5,1,805,363
801,17,20,2,7,2,1,637,590
801,17,20,2,7,2,1,652,618
801,18,1,1,4,10,1,384,158
801,18,1,1,4,10,1,512,143
801,18,1,1,4,10,1,514,366
801,18,3,1,5,10,1,501,356
801,18,3,1,5,10,1,310,272
801,18,3,1,5,10,1,329,268
801,18,3,1,5,10,1,511,354
801,18,11,1,4,9,1,508,331
801,18,11,1,4,9,1,542,175
801,18,11,1,4,9,1,533,338
801,18,12,1,2,10,1,465,260
801,18,12,1,2,10,1,504,307
801,18,12,1,2,10,1,757,525
801,18,12,1,2,10,1,744,501
801,18,12,1,2,10,1,584,383
801,18,13,1,1,8,1,516,374
801,18,13,1,1,8,1,525,582
801,18,13,1,1,8,1,528,598
801,18,13,1,1,8,1,514,368
801,18,15,1,4,8,1,527,295
801,18,15,1,4,8,1,534,131
801,18,16,1,5,11,1,506,308
801,18,16,1,5,11,1,343,241
801,18,16,1,5,11,1,502,324
801,18,18,1,3,10,1,530,312
801,18,18,1,3,10,1,676,294
801,18,18,1,3,10,1,749,250
801,18,18,1,3,10,1,583,310
801,18,19,1,2,11,1,566,343
801,18,19,1,2,11,1,736,474
801,18,19,1,2,11,1,579,359
801,18,20,1,1,10,1,545,370
801,18,20,1,1,10,1,546,611
801,18,20,1,1,10,1,535,418
801,19,1,1,5,12,1,515,391
801,19,1,1,5,12,1,386,299
801,19,1,1,5,12,1,369,301
801,19,1,1,5,12,1,505,382
801,19,2,1,6,9,1,500,389
801,19,2,1,6,9,1,285,556
801,19,2,1,6,9,1,322,521
801,19,2,1,6,9,1,530,393
801,19,3,1,6,10,1,507,382
801,19,3,1,6,10,1,321,559
801,19,3,1,6,10,1,332,521
801,19,4,1,3,8,1,567,345
801,19,4,1,3,8,1,713,281
801,19,4,1,3,8,1,752,289
801,19,5,1,5,12,1,505,355
801,19,5,1,5,12,1,338,274
801,19,5,1,5,12,1,511,368
801,19,6,1,1,9,1,518,398
801,19,6,1,1,9,1,530,616
801,19,6,1,1,9,1,521,383
801,19,7,1,3,11,1,552,340
801,19,7,1,3,11,1,751,288
801,19,7,1,3,11,1,596,340
801,19,9,1,5,8,1,524,377
801,19,9,1,5,8,1,361,268
801,19,10,1,6,7,1,350,513
801,19,10,1,6,7,1,337,528
801,19,16,1,3,11,1,559,343
801,19,16,1,3,11,1,731,276
801,19,16,1,3,11,1,591,336
801,19,17,1,3,10,1,567,346
801,19,17,1,3,10,1,728,291
801,19,17,1,3,10,1,745,296
801,19,17,1,3,10,1,556,392
801,19,18,1,2,12,1,508,447
801,19,18,1,2,12,1,771,496
801,19,18,1,2,12,1,758,500
801,19,18,1,2,12,1,560,388
801,20,1,2,8,6,1,832,360
801,20,1,2,8,6,1,836,368
801,20,2,2,12,2,1,419,628
801,20,3,2,7,5,1,671,604
801,20,3,2,7,5,1,686,626
801,20,4,2,9,2,1,663,149
801,20,4,2,9,2,1,689,158
801,20,5,2,10,2,1,406,160
801,20,6,2,8,6,1,812,375
801,20,9,2,9,2,1,709,192
801,20,9,2,9,2,1,672,188
801,20,13,2,11,4,1,256,394
801,20,14,2,8,3,1,818,381
801,20,15,2,8,5,1,851,384
801,20,15,2,8,5,1,833,385
801,20,17,2,12,2,1,378,628
801,20,17,2,12,2,1,403,636
801,20,18,2,10,2,1,413,151
801,21,5,2,7,1,1,631,653
801,21,5,2,7,1,1,661,726
801,21,6,2,10,6,1,367,179
801,21,7,2,11,5,1,199,395
801,21,7,2,11,5,1,215,415
801,21,10,2,12,5,1,343,679
801,21,11,2,9,4,1,622,166
801,21,11,2,9,4,1,645,159
801,21,14,2,7,6,1,602,688
801,21,14,2,7,6,1,619,717
801,21,17,2,11,1,1,204,413
801,21,18,2,7,3,1,601,709
801,22,1,1,6,10,1,457,438
801,22,1,1,6,10,1,298,582
801,22,1,1,6,10,1,465,468
801,22,4,1,6,11,1,461,438
801,22,4,1,6,11,1,306,548
801,22,4,1,6,11,1,296,555
801,22,4,1,6,11,1,467,437
801,22,5,1,2,10,1,517,439
801,22,5,1,2,10,1,728,570
801,22,8,1,2,8,1,499,400
801,22,8,1,2,8,1,519,424
801,22,8,1,2,8,1,718,523
801,22,8,1,2,8,1,537,423
801,22,10,1,3,7,1,585,631
801,22,10,1,3,7,1,645,265
801,22,10,1,3,7,1,722,286
801,22,14,1,2,11,1,526,454
801,22,14,1,2,11,1,685,571
801,22,14,1,2,11,1,697,565
801,22,15,1,5,7,1,476,410
801,22,15,1,5,7,1,316,321
801,22,15,1,5,7,1,483,409
801,22,18,1,2,10,1,524,457
801,22,18,1,2,10,1,715,541
801,22,18,1,2,10,1,537,439
801,23,1,1,2,11,1,313,392
801,23,1,1,2,11,1,479,412
801,23,1,1,2,11,1,767,540
801,23,1,1,2,11,1,729,530
801,23,1,1,2,11,1,524,404
801,23,3,1,6,8,1,500,408
801,23,3,1,6,8,1,294,535
801,23,3,1,6,8,1,315,544
801,23,3,1,6,8,1,489,426
801,23,4,1,6,7,1,488,417
801,23,4,1,6,7,1,342,545
801,23,4,1,6,7,1,492,453
801,23,5,1,3,7,0,525,435
801,23,5,1,3,7,0,555,385
801,23,5,1,3,7,0,719,303
801,23,5,1,3,7,0,571,378
801,23,7,1,3,9,1,529,374
801,23,7,1,3,9,1,720,343
801,23,7,1,3,9,1,743,290
801,23,7,1,3,9,1,537,386
801,23,8,1,2,9,1,534,433
801,23,8,1,2,9,1,702,510
801,23,8,1,2,9,1,713,516
801,23,8,1,2,9,1,530,433
801,23,9,1,1,9,1,505,437
801,23,9,1,1,9,1,527,692
801,23,9,1,1,9,1,527,730
801,23,10,1,4,9,1,522,381
801,23,10,1,4,9,1,525,212
801,23,10,1,4,9,1,525,187
801,23,10,1,4,9,1,507,390
801,23,11,1,2,10,1,542,419
801,23,11,1,2,10,1,708,518
801,23,11,1,2,10,1,726,521
801,23,11,1,2,10,1,569,451
801,23,14,1,4,12,1,508,399
801,23,14,1,4,12,1,509,186
801,23,14,1,4,12,1,529,179
801,23,14,1,4,12,1,517,443
801,23,15,1,2,8,1,537,418
801,23,15,1,2,8,1,702,483
801,23,15,1,2,8,1,710,509
801,23,15,1,2,8,1,545,423
801,23,19,1,4,10,1,529,374
801,23,19,1,4,10,1,549,146
801,24,1,2,10,1,1,494,441
801,24,1,2,10,1,1,506,744
801,24,1,2,10,1,1,497,402
801,24,1,2,10,1,1,353,169
801,24,1,2,10,1,1,367,156
801,24,3,2,8,3,1,782,451
801,24,3,2,8,3,1,538,445
801,24,8,2,10,6,1,371,159
801,24,11,2,11,3,1,195,412
801,24,11,2,11,3,1,217,427
801,24,11,2,11,3,1,507,418
801,24,13,2,12,1,1,337,687
801,24,13,2,12,1,1,329,712
801,24,14,2,7,4,1,629,672
801,24,14,2,7,4,1,615,724
801,24,16,2,10,6,1,368,157
801,24,16,2,10,6,1,425,208
801,24,20,2,10,2,1,371,159
801,24,20,2,10,2,1,437,264
801,25,1,2,10,6,1,407,198
801,25,1,2,10,6,1,414,193
801,25,2,2,12,3,1,423,638
801,25,3,2,12,4,1,415,657
801,25,4,2,7,1,1,676,634
801,25,4,2,7,1,1,678,652
801,25,6,2,12,4,0,400,644
801,25,9,2,7,2,1,633,632
801,25,9,2,7,2,1,654,648
801,25,12,2,12,1,1,366,646
801,25,15,2,11,2,1,217,428
801,25,15,2,11,2,1,246,441
801,25,18,2,7,1,1,649,662
801,25,20,2,10,1,1,387,190
801,25,20,2,10,1,1,383,197
801,26,1,1,6,11,1,503,395
801,26,1,1,6,11,1,324,549
801,26,1,1,6,11,1,497,444
801,26,2,1,5,11,1,486,386
801,26,2,1,5,11,1,319,339
801,26,2,1,5,11,1,509,438
801,26,3,1,1,9,1,521,453
801,26,3,1,1,9,1,505,663
801,26,5,1,4,7,1,501,377
801,26,5,1,4,7,1,529,190
801,26,5,1,4,7,1,522,321
801,26,6,1,3,9,1,586,300
801,26,6,1,3,9,1,722,321
801,26,6,1,3,9,1,664,273
801,26,7,1,1,11,1,534,388
801,26,7,1,1,11,1,527,417
801,26,7,1,1,11,1,535,645
801,26,7,1,1,11,1,543,428
801,26,8,1,4,9,1,510,361
801,26,8,1,4,9,1,523,161
801,26,9,1,4,7,0,518,343
801,26,9,1,4,7,0,519,177
801,26,11,1,1,9,1,511,440
801,26,11,1,1,9,1,540,621
801,26,11,1,1,9,1,543,631
