ID,Block,Trial,Task,TargetPosition,DistractorPosition,Accuracy,fix_x,fix_y
804,26,13,2,11,4,1,210,378
804,26,16,2,11,6,1,221,361
804,26,17,2,9,3,1,611,138
804,26,18,2,7,5,1,613,620
804,26,18,2,7,5,1,625,632
804,26,20,2,12,4,1,366,624
804,26,20,2,12,4,1,336,627
804,26,20,2,12,4,1,331,605
804,27,1,2,10,5,1,472,350
804,27,1,2,10,5,1,352,142
804,27,1,2,10,5,1,338,131
804,27,2,2,11,2,1,230,389
804,27,2,2,11,2,1,223,374
804,27,7,2,8,6,1,755,379
804,27,7,2,8,6,1,746,373
804,27,8,2,8,5,1,752,364
804,27,11,2,9,6,1,629,146
804,27,11,2,9,6,1,625,132
804,27,12,2,12,6,1,348,622
804,27,14,2,10,1,1,346,152
804,27,14,2,10,1,1,353,138
804,27,18,2,7,2,1,629,634
804,27,19,2,10,6,1,360,161
804,27,19,2,10,6,1,353,146
804,28,1,1,6,7,1,473,373
804,28,1,1,6,7,1,279,481
804,28,1,1,6,7,1,289,475
804,28,3,1,5,9,1,630,147
804,28,3,1,5,9,1,684,232
804,28,3,1,5,9,1,456,408
804,28,3,1,5,9,1,470,359
804,28,3,1,5,9,1,283,245
804,28,5,1,1,8,1,512,662
804,28,5,1,1,8,1,504,643
804,28,7,1,3,12,1,508,358
804,28,7,1,3,12,1,688,276
804,28,7,1,3,12,1,693,259
804,28,9,1,5,9,1,490,662
804,28,9,1,5,9,1,485,643
804,28,9,1,5,9,1,403,332
804,28,9,1,5,9,1,283,241
804,28,10,1,1,8,1,481,403
804,28,10,1,1,8,1,486,651
804,28,11,1,1,8,1,483,670
804,28,11,1,1,8,1,493,654
804,28,12,1,3,12,1,512,357
804,28,12,1,3,12,1,684,254
804,28,15,1,3,11,1,523,366
804,28,15,1,3,11,1,696,261
804,28,17,1,2,11,1,524,386
804,28,17,1,2,11,1,697,500
804,28,18,1,4,8,1,521,347
804,28,18,1,4,8,1,503,336
804,28,18,1,4,8,1,476,132
804,28,19,1,1,12,1,495,429
804,28,19,1,1,12,1,495,618
804,28,19,1,1,12,1,491,636
804,28,20,1,4,10,1,489,317
804,28,20,1,4,10,1,483,165
804,28,20,1,4,10,1,483,137
804,29,2,1,4,7,1,490,389
804,29,2,1,4,7,1,489,188
804,29,3,1,3,11,1,520,408
804,29,3,1,3,11,1,686,303
804,29,6,1,3,7,1,510,399
804,29,6,1,3,7,1,709,295
804,29,6,1,3,7,1,696,286
804,29,8,1,3,8,1,756,293
804,29,8,1,3,8,1,721,288
804,29,10,1,3,9,1,509,401
804,29,10,1,3,9,1,706,297
804,29,12,1,1,10,1,505,463
804,29,12,1,1,10,1,494,669
804,29,19,1,4,10,1,489,390
804,29,19,1,4,10,1,476,188
804,29,20,1,4,9,1,605,227
804,29,20,1,4,9,1,506,183
804,29,20,1,4,9,1,480,188
804,30,1,2,9,2,1,626,173
804,30,6,2,7,3,1,612,619
804,30,6,2,7,3,1,627,648
804,30,7,2,9,3,1,636,176
804,30,7,2,9,3,1,626,174
804,30,8,2,11,5,1,239,423
804,30,8,2,11,5,1,221,414
804,30,9,2,7,3,1,624,641
804,30,10,2,7,5,1,609,633
804,30,10,2,7,5,1,628,654
804,30,11,2,8,3,1,734,407
804,30,11,2,8,3,1,752,408
804,30,12,2,10,6,1,342,174
804,30,13,2,7,4,1,604,676
804,30,13,2,7,4,1,620,645
804,30,14,2,8,5,1,750,396
804,30,14,2,8,5,1,759,411
804,30,15,2,10,6,1,345,213
804,30,15,2,10,6,1,353,181
804,30,16,2,7,1,1,620,646
804,30,16,2,7,1,1,637,650
804,30,18,2,9,6,1,622,191
804,30,18,2,9,6,1,621,163
804,30,19,2,9,1,1,629,170
804,30,19,2,9,1,1,625,167
804,31,1,2,12,6,1,325,666
804,31,1,2,12,6,1,346,645
804,31,2,2,8,1,1,745,423
804,31,2,2,8,1,1,757,419
804,31,7,2,7,2,1,610,635
804,31,7,2,7,2,1,621,647
804,31,8,2,8,3,0,765,405
804,31,8,2,8,3,0,758,411
804,31,9,2,8,2,1,766,410
804,31,16,2,9,5,1,634,165
804,31,16,2,9,5,1,628,166
804,31,17,2,12,6,1,363,672
804,31,17,2,12,6,1,353,669
804,31,18,2,9,1,1,615,167
804,31,18,2,9,1,1,612,175
804,31,20,2,11,3,1,232,380
804,31,20,2,11,3,1,215,401
804,32,1,1,1,11,1,486,494
804,32,1,1,1,11,1,495,672
804,32,2,1,2,12,1,504,424
804,32,2,1,2,12,1,683,534
804,32,7,1,5,8,1,478,380
804,32,7,1,5,8,1,325,317
804,32,7,1,5,8,1,287,282
804,32,10,1,2,8,1,519,435
804,32,10,1,2,8,1,686,521
804,32,10,1,2,8,1,691,527
804,32,12,1,1,10,1,494,437
804,32,12,1,1,10,1,492,633
804,32,12,1,1,10,1,490,645
804,32,13,1,3,10,1,495,390
804,32,13,1,3,10,1,685,317
804,32,13,1,3,10,1,683,282
804,32,15,1,5,10,1,484,396
804,32,15,1,5,10,1,254,312
804,32,15,1,5,10,1,284,283
804,32,16,1,3,12,1,705,296
804,32,16,1,3,12,1,690,298
804,32,20,1,5,9,1,596,175
804,32,20,1,5,9,1,247,331
804,32,20,1,5,9,1,271,280
805,1,1,2,8,2,1,526,190
805,1,1,2,8,2,1,794,394
805,1,1,2,8,2,1,796,406
805,1,1,2,8,2,1,509,379
805,1,4,2,10,1,1,532,406
805,1,4,2,10,1,1,391,179
805,1,7,2,7,1,1,649,633
805,1,8,2,8,3,1,793,393
805,1,12,2,8,6,1,810,411
805,1,12,2,8,6,1,796,409
805,1,18,2,7,4,1,655,627
805,1,18,2,7,4,1,515,395
805,1,19,2,7,1,1,661,613
805,1,19,2,7,1,1,642,617
805,2,1,1,3,12,1,515,384
805,2,1,1,3,12,1,703,286
805,2,1,1,3,12,1,522,357
805,2,2,1,1,11,1,505,590
805,2,2,1,1,11,1,504,622
805,2,2,1,1,11,1,489,384
805,2,3,1,1,9,1,617,204
805,2,3,1,1,9,1,647,183
805,2,3,1,1,9,1,513,564
805,2,3,1,1,9,1,517,652
805,2,6,1,4,9,1,634,185
805,2,6,1,4,9,1,650,170
805,2,13,1,2,10,1,540,412
805,2,13,1,2,10,1,745,529
805,2,13,1,2,10,1,735,531
805,2,14,1,4,10,1,385,179
805,2,14,1,4,10,1,379,180
805,2,16,1,4,7,1,525,338
805,2,16,1,4,7,1,531,189
805,2,17,1,4,7,1,523,200
805,2,20,1,6,10,1,397,202
805,2,20,1,6,10,1,388,188
805,2,20,1,6,10,1,328,517
805,2,20,1,6,10,1,317,513
805,2,20,1,6,10,1,515,389
805,3,1,1,2,9,1,535,399
805,3,1,1,2,9,1,718,503
805,3,1,1,2,9,1,520,394
805,3,2,1,1,7,1,512,589
805,3,2,1,1,7,1,508,415
805,3,3,1,6,7,1,335,298
805,3,3,1,6,7,1,301,516
805,3,3,1,6,7,1,300,496
805,3,4,1,1,10,1,499,411
805,3,4,1,1,10,1,496,610
805,3,5,1,1,8,1,652,401
805,3,5,1,1,8,1,664,385
805,3,5,1,1,8,1,772,398
805,3,5,1,1,8,1,508,638
805,3,6,1,5,9,1,534,360
805,3,6,1,5,9,1,292,303
805,3,6,1,5,9,1,306,301
805,3,7,1,4,9,0,523,204
805,3,7,1,4,9,0,528,198
805,3,8,1,4,8,1,524,183
805,3,9,1,6,7,1,493,407
805,3,9,1,6,7,1,326,529
805,3,9,1,6,7,1,320,518
805,3,9,1,6,7,1,507,397
805,3,15,1,2,9,1,547,365
805,3,15,1,2,9,1,701,496
805,3,15,1,2,9,1,730,518
805,3,15,1,2,9,1,546,410
805,3,17,1,6,12,1,494,403
805,3,17,1,6,12,1,358,638
805,3,17,1,6,12,1,295,584
805,3,17,1,6,12,1,302,528
805,3,18,1,4,10,1,521,201
805,3,19,1,2,10,1,405,224
805,3,19,1,2,10,1,688,490
805,3,19,1,2,10,1,722,513
805,3,19,1,2,10,1,553,413
805,3,20,1,2,8,1,523,424
805,3,20,1,2,8,1,737,522
805,3,20,1,2,8,1,561,429
805,4,1,2,12,1,1,397,645
805,4,1,2,12,1,1,381,638
805,4,1,2,12,1,1,515,394
805,4,4,2,8,3,1,785,397
805,4,4,2,8,3,1,534,391
805,4,5,2,9,6,1,656,200
805,4,5,2,9,6,1,674,184
805,4,7,2,11,1,1,248,410
805,4,9,2,9,5,1,608,281
805,4,9,2,9,5,1,664,204
805,4,9,2,9,5,1,678,204
805,4,13,2,12,1,1,371,648
805,4,14,2,10,5,1,379,178
805,4,16,2,8,3,0,812,421
805,4,16,2,8,3,0,800,419
805,4,16,2,8,3,0,565,400
805,4,17,2,10,1,1,389,191
805,4,18,2,10,4,1,393,187
805,4,18,2,10,4,1,385,192
805,5,1,2,10,1,1,410,169
805,5,3,2,10,1,1,401,154
805,5,6,2,9,6,1,662,184
805,5,6,2,9,6,1,670,181
805,5,7,2,10,3,1,385,169
805,5,8,2,10,3,1,392,166
805,5,10,2,9,1,1,647,179
805,5,11,2,9,2,1,646,185
805,5,12,2,7,5,0,653,612
805,5,12,2,7,5,0,533,427
805,5,13,2,12,6,1,398,652
805,5,13,2,12,6,1,403,643
805,5,15,2,8,5,1,801,387
805,5,15,2,8,5,1,788,398
805,5,16,2,10,6,1,386,147
805,5,16,2,10,6,1,391,164
805,6,2,1,4,11,1,512,372
805,6,2,1,4,11,1,524,177
805,6,3,1,3,11,1,224,381
805,6,3,1,3,11,1,572,360
805,6,3,1,3,11,1,698,289
805,6,3,1,3,11,1,719,295
805,6,7,1,4,10,1,512,198
805,6,10,1,4,7,1,521,196
805,6,12,1,4,10,1,516,375
805,6,12,1,4,10,1,513,179
805,6,13,1,2,10,1,385,167
805,6,13,1,2,10,1,612,456
805,6,13,1,2,10,1,696,494
805,6,13,1,2,10,1,536,392
805,6,18,1,6,7,1,495,406
805,6,18,1,6,7,1,304,522
805,6,20,1,5,12,1,316,284
805,7,1,1,4,9,0,605,228
805,7,1,1,4,9,0,507,166
805,7,1,1,4,9,0,646,170
805,7,4,1,6,7,1,495,397
805,7,4,1,6,7,1,313,503
805,7,5,1,1,10,1,510,385
805,7,5,1,1,10,1,513,532
805,7,5,1,1,10,1,528,648
805,7,5,1,1,10,1,527,411
805,7,7,1,3,11,1,510,381
805,7,7,1,3,11,1,707,296
805,7,7,1,3,11,1,560,379
805,7,7,1,3,11,1,545,388
805,7,10,1,5,8,1,494,383
805,7,10,1,5,8,1,315,283
805,7,10,1,5,8,1,493,368
805,7,11,1,1,9,1,509,412
805,7,11,1,1,9,1,514,616
805,7,11,1,1,9,1,509,428
805,7,13,1,6,12,0,487,398
805,7,13,1,6,12,0,302,506
805,7,15,1,4,10,1,487,351
805,7,15,1,4,10,1,515,180
805,7,16,1,3,7,1,718,299
805,7,17,1,3,10,1,717,302
805,7,17,1,3,10,1,571,386
805,7,18,1,4,10,1,515,384
805,7,18,1,4,10,1,518,182
805,7,19,1,3,12,1,448,478
805,7,19,1,3,12,1,716,308
805,7,20,1,1,8,1,520,416
805,7,20,1,1,8,1,531,638
805,7,20,1,1,8,1,523,417
805,8,1,2,12,5,1,383,656
805,8,1,2,12,5,1,388,639
805,8,2,2,10,4,1,377,166
805,8,2,2,10,4,1,383,183
805,8,5,2,12,2,1,382,656
805,8,5,2,12,2,1,380,637
805,8,8,2,9,4,1,663,190
805,8,10,2,8,2,1,778,399
805,8,10,2,8,2,1,522,386
805,8,11,2,12,6,0,494,398
805,8,11,2,12,6,0,299,502
805,8,11,2,12,6,0,340,576
805,8,11,2,12,6,0,375,620
805,8,14,2,10,5,1,379,168
805,8,15,2,8,6,1,776,397
805,8,15,2,8,6,1,517,385
805,8,16,2,12,2,1,392,592
805,8,16,2,12,2,1,538,402
805,8,16,2,12,2,1,362,625
805,8,16,2,12,2,1,375,624
805,8,16,2,12,2,1,508,418
805,8,17,2,8,2,1,776,402
805,8,17,2,8,2,1,541,386
805,8,18,2,7,5,1,487,375
805,8,18,2,7,5,1,647,618
805,8,18,2,7,5,1,640,618
805,8,20,2,12,2,1,371,639
805,8,20,2,12,2,1,328,549
805,8,20,2,12,2,1,384,649
805,9,2,2,8,5,1,770,419
805,9,2,2,8,5,1,803,424
805,9,4,2,12,4,1,394,655
805,9,5,2,12,6,1,378,661
805,9,5,2,12,6,1,389,655
805,9,8,2,7,2,1,549,424
805,9,8,2,7,2,1,662,634
805,9,8,2,7,2,1,679,648
805,9,8,2,7,2,1,576,526
805,9,9,2,11,1,1,274,408
805,9,13,2,12,4,1,391,651
805,9,20,2,9,4,1,686,174
805,10,1,1,5,7,1,668,597
805,10,1,1,5,7,1,659,607
805,10,3,1,3,7,1,646,577
805,10,3,1,3,7,1,703,292
805,10,3,1,3,7,1,717,282
805,10,4,1,6,7,1,501,387
805,10,4,1,6,7,1,323,500
805,10,5,1,4,12,1,524,191
805,10,5,1,4,12,1,538,178
805,10,6,1,2,8,1,785,388
805,10,6,1,2,8,1,545,408
805,10,6,1,2,8,1,733,482
805,10,6,1,2,8,1,554,404
805,10,9,1,1,12,1,527,425
805,10,9,1,1,12,1,541,611
805,10,11,1,2,7,1,547,412
805,10,11,1,2,7,1,717,517
805,10,11,1,2,7,1,727,521
805,10,13,1,3,9,1,545,397
805,10,13,1,3,9,1,744,297
805,10,13,1,3,9,1,733,296
805,10,14,1,4,10,1,524,377
805,10,14,1,4,10,1,527,190
805,10,14,1,4,10,1,513,383
805,10,15,1,6,12,1,366,627
805,10,15,1,6,12,1,353,588
805,10,15,1,6,12,1,292,501
805,10,15,1,6,12,1,303,484
805,10,16,1,5,8,1,492,350
805,10,16,1,5,8,1,322,247
805,10,19,1,3,9,0,563,299
805,10,19,1,3,9,0,696,246
805,10,19,1,3,9,0,742,482
805,10,19,1,3,9,0,717,497
805,10,20,1,4,7,1,513,367
805,10,20,1,4,7,1,524,183
805,10,20,1,4,7,1,523,157
805,11,3,1,3,9,1,638,175
805,11,3,1,3,9,1,709,265
805,11,3,1,3,9,1,717,488
805,11,3,1,3,9,1,711,500
805,11,3,1,3,9,1,717,319
805,11,4,1,4,11,1,509,368
805,11,4,1,4,11,1,509,156
805,11,5,1,2,10,1,533,404
805,11,5,1,2,10,1,747,516
805,11,5,1,2,10,1,723,511
805,11,7,1,2,9,1,573,320
805,11,7,1,2,9,1,691,502
805,11,7,1,2,9,1,706,509
805,11,7,1,2,9,1,528,417
805,11,9,1,4,10,1,377,132
805,11,9,1,4,10,1,511,128
805,11,10,1,6,9,1,482,396
805,11,10,1,6,9,1,320,490
805,11,10,1,6,9,1,302,482
805,11,12,1,6,10,0,491,408
805,11,12,1,6,10,0,306,477
805,11,12,1,6,10,0,309,488
805,11,12,1,6,10,0,480,415
805,11,14,1,2,7,1,634,567
805,11,14,1,2,7,1,717,524
805,11,14,1,2,7,1,710,506
805,11,16,1,4,7,1,516,378
805,11,16,1,4,7,1,517,154
805,11,17,1,1,11,1,302,380
805,11,17,1,1,11,1,533,619
805,11,17,1,1,11,1,521,622
805,11,17,1,1,11,1,523,406
805,11,18,1,6,11,1,503,376
805,11,18,1,6,11,1,286,506
805,11,18,1,6,11,1,303,513
805,11,18,1,6,11,1,508,415
805,11,19,1,3,12,1,526,401
805,11,19,1,3,12,1,737,305
805,11,20,1,4,10,1,524,374
805,11,20,1,4,10,1,509,144
805,12,1,2,7,6,1,611,531
805,12,1,2,7,6,1,291,517
805,12,1,2,7,6,1,302,484
805,12,1,2,7,6,1,295,475
805,12,1,2,7,6,1,495,380
805,12,2,2,11,3,0,497,357
805,12,2,2,11,3,0,516,360
805,12,2,2,11,3,0,699,248
805,12,2,2,11,3,0,710,263
805,12,2,2,11,3,0,234,390
805,12,3,2,7,1,1,655,637
805,12,3,2,7,1,1,646,625
805,12,3,2,7,1,1,648,602
805,12,4,2,12,5,1,375,608
805,12,5,2,10,4,1,390,143
805,12,6,2,9,2,1,665,94
805,12,6,2,9,2,1,655,111
805,12,7,2,10,4,1,388,135
805,12,9,2,12,4,1,350,619
805,12,9,2,12,4,1,534,212
805,12,9,2,12,4,1,381,584
805,12,10,2,9,6,1,653,170
805,12,10,2,9,6,1,559,218
805,12,10,2,9,6,1,652,149
805,12,12,2,11,1,1,239,364
805,12,12,2,11,1,1,497,593
805,12,12,2,11,1,1,236,375
805,12,13,2,8,1,1,796,399
805,12,13,2,8,1,1,778,394
805,12,16,2,11,4,1,228,357
805,12,16,2,11,4,1,510,204
805,12,16,2,11,4,1,225,385
805,12,16,2,11,4,1,240,383
805,12,17,2,12,5,1,385,581
805,12,17,2,12,5,1,370,596
805,12,18,2,10,6,0,384,153
805,12,18,2,10,6,0,296,433
805,12,18,2,10,6,0,304,493
805,12,18,2,10,6,0,383,179
805,12,20,2,9,4,1,646,146
805,13,1,2,11,1,1,273,371
805,13,1,2,11,1,1,253,368
805,13,2,2,11,4,1,251,355
805,13,3,2,7,2,1,660,582
805,13,3,2,7,2,1,658,570
805,13,6,2,12,1,1,390,610
805,13,6,2,12,1,1,395,608
805,13,7,2,10,4,1,395,152
805,13,7,2,10,4,1,394,148
805,13,13,2,9,4,1,680,128
805,13,13,2,9,4,1,668,143
805,13,16,2,11,2,1,243,357
805,13,16,2,11,2,1,253,364
805,13,17,2,12,2,1,433,576
805,13,17,2,12,2,1,411,578
805,14,1,1,5,9,1,504,384
805,14,1,1,5,9,1,331,284
805,14,3,1,6,12,1,329,497
805,14,6,1,6,7,1,674,632
805,14,6,1,6,7,1,352,524
805,14,6,1,6,7,1,325,510
805,14,8,1,4,8,1,530,377
805,14,8,1,4,8,1,523,175
805,14,9,1,1,10,1,397,159
805,14,9,1,1,10,1,529,602
805,14,9,1,1,10,1,523,421
805,14,14,1,6,8,1,513,417
805,14,14,1,6,8,1,331,505
805,14,14,1,6,8,1,507,409
805,14,15,1,4,10,1,426,252
805,14,15,1,4,10,1,531,181
805,14,17,1,5,7,1,504,399
805,14,17,1,5,7,1,333,308
805,14,17,1,5,7,1,313,294
805,14,18,1,1,11,1,515,426
805,14,18,1,1,11,1,536,639
805,14,18,1,1,11,1,519,434
805,14,19,1,3,7,1,667,610
805,14,19,1,3,7,1,564,363
805,14,19,1,3,7,1,711,302
805,15,1,1,5,10,1,505,380
805,15,1,1,5,10,1,328,268
805,15,1,1,5,10,1,322,272
805,15,4,1,4,8,1,787,404
805,15,4,1,4,8,1,529,197
805,15,4,1,4,8,1,527,189
805,15,6,1,5,11,1,331,342
805,15,6,1,5,11,1,312,276
805,15,6,1,5,11,1,323,282
805,15,8,1,6,12,1,388,625
805,15,8,1,6,12,1,335,549
805,15,8,1,6,12,1,315,510
805,15,9,1,2,9,1,565,316
805,15,9,1,2,9,1,692,566
805,15,9,1,2,9,1,726,517
805,15,9,1,2,9,1,708,502
805,15,9,1,2,9,1,540,405
805,15,10,1,4,8,1,520,381
805,15,10,1,4,8,1,509,194
805,15,11,1,1,11,1,523,430
805,15,11,1,1,11,1,536,611
805,15,11,1,1,11,1,526,414
805,15,12,1,1,8,1,530,640
805,15,15,1,1,10,1,401,170
805,15,15,1,1,10,1,541,631
805,15,15,1,1,10,1,530,630
805,15,16,1,2,8,1,719,401
805,15,16,1,2,8,1,740,510
805,15,16,1,2,8,1,549,421
805,16,1,2,7,5,1,637,629
805,16,1,2,7,5,1,654,623
805,16,5,2,8,3,1,784,390
805,16,5,2,8,3,1,527,380
805,16,7,2,11,1,1,230,387
805,16,7,2,11,1,1,245,395
805,16,10,2,11,6,0,250,386
805,16,13,2,8,1,1,787,380
805,16,14,2,8,1,1,783,378
805,16,15,2,11,6,1,238,389
805,16,15,2,11,6,1,523,387
805,16,17,2,12,5,1,380,610
805,16,20,2,10,4,1,401,185
805,17,1,2,8,6,1,820,417
805,17,1,2,8,6,1,811,421
805,17,2,2,7,5,1,686,660
805,17,2,2,7,5,1,673,648
805,17,4,2,12,3,1,374,643
805,17,4,2,12,3,1,393,639
805,17,8,2,10,1,1,391,185
805,17,8,2,10,1,1,380,186
805,17,9,2,11,2,1,220,387
805,17,9,2,11,2,1,234,395
805,17,10,2,11,3,1,236,388
805,17,11,2,9,3,0,642,190
805,17,11,2,9,3,0,654,185
805,17,13,2,8,1,1,792,401
805,17,13,2,8,1,1,779,405
805,17,14,2,10,3,1,405,155
805,17,14,2,10,3,1,391,166
805,17,15,2,10,2,1,397,198
805,17,16,2,8,1,1,793,390
805,17,16,2,8,1,1,776,398
805,17,17,2,12,2,1,406,655
805,17,17,2,12,2,1,382,638
805,17,19,2,8,4,1,775,403
805,17,19,2,8,4,1,783,409
805,17,20,2,9,3,1,630,212
805,17,20,2,9,3,1,646,206
805,17,20,2,9,3,1,508,391
805,18,1,1,3,8,1,525,388
805,18,1,1,3,8,1,715,299
805,18,4,1,1,7,1,507,450
805,18,4,1,1,7,1,513,658
805,18,4,1,1,7,1,519,647
805,18,7,1,6,10,1,373,149
805,18,7,1,6,10,1,371,147
805,18,7,1,6,10,1,296,494
805,18,9,1,3,8,1,780,390
805,18,9,1,3,8,1,732,292
805,18,9,1,3,8,1,722,300
805,18,14,1,5,12,1,375,585
805,18,14,1,5,12,1,343,354
805,18,14,1,5,12,1,304,268
805,18,14,1,5,12,1,308,293
805,18,15,1,4,8,1,755,390
805,18,15,1,4,8,1,521,218
805,18,15,1,4,8,1,512,205
805,18,16,1,3,9,1,658,307
805,18,16,1,3,9,1,716,503
805,18,16,1,3,9,1,717,306
805,18,17,1,1,12,1,505,452
805,18,17,1,1,12,1,504,656
805,18,17,1,1,12,1,509,652
805,18,17,1,1,12,1,501,434
805,19,2,1,2,9,1,514,384
805,19,2,1,2,9,1,689,519
805,19,2,1,2,9,1,675,504
805,19,2,1,2,9,1,512,405
805,19,9,1,5,12,1,492,391
805,19,9,1,5,12,1,331,291
805,19,9,1,5,12,1,320,299
805,19,11,1,3,11,1,513,395
805,19,11,1,3,11,1,717,310
805,19,12,1,4,7,1,521,393
805,19,12,1,4,7,1,510,204
805,19,13,1,4,11,1,510,202
805,19,18,1,6,8,1,476,402
805,19,18,1,6,8,1,309,486
805,19,18,1,6,8,1,497,407
805,19,19,1,1,10,1,495,387
805,19,19,1,1,10,1,496,627
805,19,19,1,1,10,1,485,409
805,20,1,2,10,4,1,401,186
805,20,1,2,10,4,1,494,178
805,20,1,2,10,4,1,515,181
805,20,1,2,10,4,1,386,183
805,20,4,2,7,1,1,639,618
805,20,4,2,7,1,1,497,411
805,20,5,2,10,4,0,383,180
805,20,6,2,8,3,1,788,405
805,20,6,2,8,3,1,714,285
805,20,6,2,8,3,1,781,404
805,20,7,2,10,6,1,391,192
805,20,8,2,11,4,1,250,427
805,20,8,2,11,4,1,467,400
805,20,10,2,10,4,1,396,186
805,20,10,2,10,4,1,384,186
805,20,11,2,12,3,1,376,648
805,20,11,2,12,3,1,381,637
805,20,14,2,7,6,0,655,639
805,20,14,2,7,6,0,507,413
805,20,16,2,10,4,1,391,175
805,20,18,2,8,3,1,784,419
805,20,18,2,8,3,1,771,417
805,20,19,2,10,4,1,393,189
805,20,20,2,7,1,1,646,632
805,21,1,2,12,4,1,550,383
805,21,1,2,12,4,1,420,655
805,21,2,2,9,3,1,707,185
805,21,2,2,9,3,1,696,189
805,21,3,2,10,5,1,401,189
805,21,3,2,10,5,1,412,201
805,21,4,2,8,2,1,822,399
805,21,4,2,8,2,1,834,423
805,21,5,2,10,4,1,399,182
805,21,9,2,10,5,1,402,182
805,21,9,2,10,5,1,409,184
805,21,10,2,10,3,1,407,175
805,21,12,2,10,2,1,397,191
805,21,12,2,10,2,1,403,200
805,21,14,2,7,2,1,660,630
805,21,14,2,7,2,1,666,643
805,21,15,2,10,1,0,403,187
805,21,16,2,7,4,1,679,647
805,21,17,2,10,6,1,404,194
805,21,20,2,7,5,1,674,643
805,22,1,1,2,12,1,623,437
805,22,1,1,2,12,1,742,524
805,22,1,1,2,12,1,558,413
805,22,3,1,3,9,1,566,387
805,22,3,1,3,9,1,732,290
805,22,5,1,5,10,1,413,212
805,22,5,1,5,10,1,341,305
805,22,6,1,3,8,1,738,301
805,22,7,1,5,11,0,512,394
805,22,7,1,5,11,0,347,298
805,22,8,1,1,7,0,669,607
805,22,8,1,1,7,0,667,643
805,22,11,1,5,8,1,501,386
805,22,11,1,5,8,1,342,296
805,22,11,1,5,8,1,330,302
805,22,13,1,5,11,1,272,408
805,22,13,1,5,11,1,312,308
805,22,13,1,5,11,1,332,309
805,22,16,1,2,8,1,766,413
805,22,16,1,2,8,1,738,527
805,22,16,1,2,8,1,548,423
805,22,17,1,1,7,1,535,435
805,22,17,1,1,7,1,544,644
805,22,17,1,1,7,1,530,458
805,22,20,1,6,10,1,511,414
805,22,20,1,6,10,1,330,513
805,22,20,1,6,10,1,533,425
805,23,1,1,4,8,1,517,285
805,23,1,1,4,8,1,522,162
805,23,2,1,6,9,1,506,409
805,23,2,1,6,9,1,338,514
805,23,2,1,6,9,1,513,408
805,23,4,1,5,10,1,499,380
805,23,4,1,5,10,1,329,287
805,23,7,1,5,12,1,511,385
805,23,7,1,5,12,1,348,285
805,23,7,1,5,12,1,334,291
805,23,8,1,1,9,1,520,432
805,23,8,1,1,9,1,519,623
805,23,8,1,1,9,1,523,432
805,23,9,1,3,7,1,539,400
805,23,9,1,3,7,1,714,293
805,23,9,1,3,7,1,569,396
805,23,12,1,2,9,1,561,420
805,23,12,1,2,9,1,733,523
805,23,12,1,2,9,1,556,425
805,23,14,1,2,10,1,717,507
805,23,14,1,2,10,1,561,427
805,23,18,1,6,10,1,545,388
805,23,18,1,6,10,1,335,536
805,23,18,1,6,10,1,324,524
805,23,20,1,4,10,1,533,187
805,24,1,2,12,2,1,532,416
805,24,1,2,12,2,1,687,548
805,24,1,2,12,2,1,702,538
805,24,1,2,12,2,1,359,648
805,24,2,2,11,1,1,222,404
805,24,2,2,11,1,1,519,662
805,24,2,2,11,1,1,252,411
805,24,3,2,8,2,1,793,397
805,24,3,2,8,2,1,779,400
805,24,6,2,11,4,0,237,430
805,24,6,2,11,4,0,474,402
805,24,7,2,12,3,1,377,631
805,24,8,2,12,5,1,373,630
805,24,9,2,9,2,1,615,163
805,24,9,2,9,2,1,626,172
805,24,11,2,9,6,1,637,155
805,24,11,2,9,6,1,637,160
805,24,15,2,8,2,1,774,409
805,24,15,2,8,2,1,523,387
805,24,19,2,9,2,1,647,177
805,24,19,2,9,2,1,646,182
805,25,1,2,11,1,0,241,401
805,25,1,2,11,1,0,257,407
805,25,2,2,9,5,1,664,175
805,25,3,2,7,4,1,685,637
805,25,3,2,7,4,1,661,630
805,25,4,2,7,6,1,639,618
805,25,4,2,7,6,1,648,626
805,25,5,2,9,3,1,658,166
805,25,8,2,7,3,1,658,620
805,25,9,2,8,2,1,799,403
805,25,9,2,8,2,1,780,406
805,25,10,2,9,1,1,632,167
805,25,10,2,9,1,1,656,165
805,25,11,2,12,1,1,404,571
805,25,11,2,12,1,1,375,622
805,25,11,2,12,1,1,506,384
805,25,12,2,9,1,1,655,171
805,25,13,2,7,2,1,641,635
805,25,13,2,7,2,1,516,385
805,25,14,2,9,2,1,654,188
805,25,15,2,12,3,1,368,623
805,25,15,2,12,3,1,479,366
805,25,16,2,10,2,1,380,192
805,25,16,2,10,2,1,383,175
805,25,17,2,11,1,1,521,374
805,25,17,2,11,1,1,252,402
805,25,17,2,11,1,1,244,404
805,25,18,2,9,5,1,644,139
805,25,18,2,9,5,1,649,145
805,25,19,2,10,5,1,399,160
805,25,20,2,9,5,1,667,155
805,26,1,1,4,12,1,516,175
805,26,1,1,4,12,1,358,614
805,26,2,1,1,10,1,364,157
805,26,2,1,1,10,1,514,637
805,26,2,1,1,10,1,510,635
805,26,4,1,1,9,1,511,663
805,26,4,1,1,9,1,506,646
805,26,5,1,1,10,1,518,689
805,26,5,1,1,10,1,512,667
