ID,Block,Trial,Task,Accuracy,RT
804,18,3,2,1,570.873
804,18,4,2,1,520.244
804,18,5,2,1,709.112
804,18,6,2,1,628.168
804,18,7,2,1,571.386
804,18,8,2,1,592.072
804,18,9,2,1,538.077
804,18,10,2,1,537.529
804,18,11,2,1,542.292
804,18,12,2,1,701.728
804,18,13,2,1,516.922
804,18,14,2,1,622.96
804,18,15,2,1,574.306
804,18,16,2,1,698.878
804,18,17,2,1,703.478
804,18,18,2,1,518.568
804,18,19,2,1,824.628
804,18,20,2,1,676.933
804,19,1,2,1,751.777
804,19,2,2,1,814.863
804,19,3,2,1,546.932
804,19,4,2,1,698.485
804,19,5,2,1,633.667
804,19,6,2,1,816.725
804,19,7,2,1,733.005
804,19,8,2,1,769.469
804,19,9,2,1,613.842
804,19,10,2,1,666.373
804,19,11,2,1,617.578
804,19,12,2,1,734.175
804,19,13,2,1,850.537
804,19,14,2,1,670.864
804,19,15,2,1,589.859
804,19,16,2,1,637.3
804,19,17,2,1,655.215
804,19,18,2,1,745.092
804,19,19,2,1,712.164
804,19,20,2,1,697.985
804,20,1,1,1,829.027
804,20,2,1,1,963.928
804,20,3,1,1,999.813
804,20,4,1,1,665.105
804,20,5,1,1,960.384
804,20,6,1,1,1030.87
804,20,7,1,1,1157.39
804,20,8,1,1,846.413
804,20,9,1,1,1135.75
804,20,10,1,1,835.339
804,20,11,1,1,836.251
804,20,12,1,1,1254.45
804,20,13,1,1,961.898
804,20,14,1,1,939.123
804,20,15,1,1,689.728
804,20,16,1,1,883.604
804,20,17,1,1,957.077
804,20,18,1,1,1358.29
804,20,19,1,1,886.75
804,20,20,1,1,992.158
804,21,1,1,1,961.412
804,21,2,1,1,773.273
804,21,3,1,1,785.549
804,21,4,1,1,920.771
804,21,5,1,1,983.309
804,21,6,1,1,803.195
804,21,7,1,1,748.844
804,21,8,1,1,1049.16
804,21,9,1,1,762.285
804,21,10,1,1,907.925
804,21,11,1,1,802.718
804,21,12,1,1,756.402
804,21,13,1,1,806.038
804,21,14,1,1,1223.73
804,21,15,1,1,803.098
804,21,16,1,1,1031.18
804,21,17,1,1,877.676
804,21,18,1,1,903.228
804,21,19,1,1,933.975
804,21,20,1,1,1017.91
804,22,1,2,1,958.245
804,22,2,2,0,551.544
804,22,3,2,1,691.482
804,22,4,2,1,688.171
804,22,5,2,1,772.571
804,22,6,2,1,696.865
804,22,7,2,1,743.981
804,22,8,2,1,702.817
804,22,9,2,1,974.101
804,22,10,2,1,625.571
804,22,11,2,1,651.965
804,22,12,2,1,709.821
804,22,13,2,1,623.473
804,22,14,2,1,844.229
804,22,15,2,1,805.86
804,22,16,2,1,1073.3
804,22,17,2,1,624.208
804,22,18,2,1,756.919
804,22,19,2,1,827.928
804,22,20,2,1,562.992
804,23,1,2,1,695.214
804,23,2,2,1,571.834
804,23,3,2,1,632.413
804,23,4,2,1,591.677
804,23,5,2,1,679.062
804,23,6,2,1,648.952
804,23,7,2,1,826.898
804,23,8,2,1,606.902
804,23,9,2,1,643.599
804,23,10,2,1,672.172
804,23,11,2,1,641.925
804,23,12,2,1,627.897
804,23,13,2,1,723.348
804,23,14,2,1,636.973
804,23,15,2,1,596.216
804,23,16,2,1,683.581
804,23,17,2,1,600.052
804,23,18,2,1,658.021
804,23,19,2,1,641.243
804,23,20,2,1,675.085
804,24,1,1,1,813.089
804,24,2,1,1,758.878
804,24,3,1,0,821.911
804,24,4,1,1,883.998
804,24,5,1,1,853.372
804,24,6,1,1,665.621
804,24,7,1,1,1048.89
804,24,8,1,1,1401.99
804,24,9,1,1,858.177
804,24,10,1,1,806.538
804,24,11,1,1,879.614
804,24,12,1,1,1185.49
804,24,13,1,1,815.176
804,24,14,1,1,811.904
804,24,15,1,1,752.251
804,24,16,1,1,967.013
804,24,17,1,1,1288.4
804,24,18,1,1,707.764
804,24,19,1,1,1482.93
804,24,20,1,1,819.176
804,25,1,1,1,1258.43
804,25,2,1,1,805.735
804,25,3,1,1,1081.91
804,25,4,1,1,875.059
804,25,5,1,1,969.846
804,25,6,1,1,1293.84
804,25,7,1,1,1017.04
804,25,8,1,1,999.642
804,25,9,1,1,1248.81
804,25,10,1,1,713.558
804,25,11,1,1,752.664
804,25,12,1,1,1010.2
804,25,13,1,1,813.956
804,25,14,1,1,935.632
804,25,15,1,1,750.237
804,25,16,1,1,837.428
804,25,17,1,1,854.925
804,25,18,1,1,954.916
804,25,19,1,1,969.745
804,25,20,1,1,845.63
804,26,1,2,1,593.456
804,26,2,2,1,504.767
804,26,3,2,1,664.349
804,26,4,2,1,572.856
804,26,5,2,1,545.585
804,26,6,2,1,454.392
804,26,7,2,1,611.31
804,26,8,2,0,479.914
804,26,9,2,1,622.727
804,26,10,2,1,579.432
804,26,11,2,1,615.945
804,26,12,2,1,516.711
804,26,13,2,1,462.847
804,26,14,2,1,814.556
804,26,15,2,1,648.096
804,26,16,2,1,507.947
804,26,17,2,1,620.153
804,26,18,2,1,696.642
804,26,19,2,1,565.129
804,26,20,2,1,1175.19
804,27,1,2,1,924.547
804,27,2,2,1,528.57
804,27,3,2,1,626.715
804,27,4,2,1,631.398
804,27,5,2,1,614.592
804,27,6,2,1,579.279
804,27,7,2,1,570.531
804,27,8,2,1,791.263
804,27,9,2,1,502.26
804,27,10,2,1,651.11
804,27,11,2,1,695.773
804,27,12,2,1,508.094
804,27,13,2,1,635.64
804,27,14,2,1,669.494
804,27,15,2,1,644.91
804,27,16,2,1,430.63
804,27,17,2,1,670.357
804,27,18,2,1,597.558
804,27,19,2,1,655.48
804,27,20,2,1,604.095
804,28,1,1,1,806.124
804,28,2,1,1,959.739
804,28,3,1,1,1593.07
804,28,4,1,1,854.554
804,28,5,1,1,770.636
804,28,6,1,1,1188.33
804,28,7,1,1,813.187
804,28,8,1,1,657.374
804,28,9,1,1,1462.01
804,28,10,1,1,952.923
804,28,11,1,1,727.578
804,28,12,1,1,811.919
804,28,13,1,1,744.229
804,28,14,1,1,903.269
804,28,15,1,1,677.902
804,28,16,1,1,759.742
804,28,17,1,1,913.457
804,28,18,1,1,1072.18
804,28,19,1,1,969.28
804,28,20,1,1,669.115
804,29,1,1,1,711.614
804,29,2,1,1,665.427
804,29,3,1,1,672.558
804,29,4,1,1,847.792
804,29,5,1,1,897.3
804,29,6,1,1,879.98
804,29,7,1,1,710.796
804,29,8,1,1,685.917
804,29,9,1,0,631.74
804,29,10,1,1,840.913
804,29,11,1,1,730.372
804,29,12,1,1,942.959
804,29,13,1,1,685.544
804,29,14,1,1,751.359
804,29,15,1,1,846.458
804,29,16,1,1,1071.98
804,29,17,1,1,814.111
804,29,18,1,1,834.518
804,29,19,1,1,860.05
804,29,20,1,1,930.322
804,30,1,2,1,467.874
804,30,2,2,1,523.5
804,30,3,2,0,453.552
804,30,4,2,1,541.257
804,30,5,2,1,594.057
804,30,6,2,1,673.266
804,30,7,2,1,611.061
804,30,8,2,1,639.827
804,30,9,2,1,540.332
804,30,10,2,1,592.415
804,30,11,2,1,891.129
804,30,12,2,1,719.151
804,30,13,2,1,667.468
804,30,14,2,1,613.355
804,30,15,2,1,681.939
804,30,16,2,1,811.799
804,30,17,2,1,632.065
804,30,18,2,1,671.37
804,30,19,2,1,510.553
804,30,20,2,1,622.013
804,31,1,2,1,517.682
804,31,2,2,1,591.841
804,31,3,2,1,559.365
804,31,4,2,1,609.433
804,31,5,2,1,589.886
804,31,6,2,0,797.282
804,31,7,2,1,600.748
804,31,8,2,0,491.347
804,31,9,2,1,653.492
804,31,10,2,1,562.056
804,31,11,2,1,505.392
804,31,12,2,1,878.329
804,31,13,2,1,647.69
804,31,14,2,1,761.635
804,31,15,2,1,616.711
804,31,16,2,1,608.015
804,31,17,2,1,667.819
804,31,18,2,1,627.55
804,31,19,2,1,802.888
804,31,20,2,1,580.417
804,32,1,1,1,859.624
804,32,2,1,1,818.436
804,32,3,1,1,814.803
804,32,4,1,1,786.94
804,32,5,1,1,879.304
804,32,6,1,1,800.795
804,32,7,1,1,858.3
804,32,8,1,1,806.6
804,32,9,1,1,776.065
804,32,10,1,1,809.745
804,32,11,1,1,669.864
804,32,12,1,1,767.743
804,32,13,1,1,916.153
804,32,14,1,0,938.68
804,32,15,1,1,763.443
804,32,16,1,1,807.668
804,32,17,1,1,817.376
804,32,18,1,1,813.483
804,32,19,1,1,673.702
804,32,20,1,1,800.916
805,1,1,2,1,1275.96
805,1,2,2,1,1100.63
805,1,3,2,1,776.211
805,1,4,2,1,972.553
805,1,5,2,1,920.452
805,1,6,2,1,607.149
805,1,7,2,1,729.137
805,1,8,2,1,565.609
805,1,9,2,1,527.584
805,1,10,2,1,649.717
805,1,11,2,1,734.376
805,1,12,2,1,562.748
805,1,13,2,1,620.795
805,1,14,2,1,745.487
805,1,15,2,1,712.448
805,1,16,2,1,650.182
805,1,17,2,1,662.857
805,1,18,2,1,579.299
805,1,19,2,1,639.983
805,1,20,2,1,721.918
805,2,1,1,1,1221.32
805,2,2,1,1,1040.8
805,2,3,1,1,1273.91
805,2,4,1,1,783.969
805,2,5,1,1,1983
805,2,6,1,1,683.44
805,2,7,1,1,1165.39
805,2,8,1,1,1070.25
805,2,9,1,1,1100.63
805,2,10,1,1,842.979
805,2,11,1,1,1668.49
805,2,12,1,1,1049.69
805,2,13,1,1,885.441
805,2,14,1,1,1110.98
805,2,15,1,1,981.211
805,2,16,1,1,1216.53
805,2,17,1,1,716.599
805,2,18,1,0,1094.37
805,2,19,1,1,1116.08
805,2,20,1,1,1068.75
805,3,1,1,1,795.804
805,3,2,1,1,749.441
805,3,3,1,1,844.494
805,3,4,1,1,830.03
805,3,5,1,1,980.962
805,3,6,1,1,779.406
805,3,7,1,0,754.456
805,3,8,1,1,862.635
805,3,9,1,1,877.187
805,3,10,1,1,718.827
805,3,11,1,1,864.539
805,3,12,1,1,1063.6
805,3,13,1,0,1069.37
805,3,14,1,1,886.861
805,3,15,1,1,880.194
805,3,16,1,1,903.12
805,3,17,1,1,1077.14
805,3,18,1,1,822.865
805,3,19,1,1,957.69
805,3,20,1,1,830.855
805,4,1,2,1,718.98
805,4,2,2,1,640.8
805,4,3,2,1,554.591
805,4,4,2,1,668.751
805,4,5,2,1,907.829
805,4,6,2,1,762.563
805,4,7,2,1,782.916
805,4,8,2,1,739.277
805,4,9,2,1,775.619
805,4,10,2,1,521.228
805,4,11,2,1,659.415
805,4,12,2,1,608.044
805,4,13,2,1,524.593
805,4,14,2,1,817.341
805,4,15,2,1,533.543
805,4,16,2,0,514.562
805,4,17,2,1,535.133
805,4,18,2,1,523.773
805,4,19,2,1,552.692
805,4,20,2,1,728.008
805,5,1,2,1,642.3
805,5,2,2,0,452.473
805,5,3,2,1,726.493
805,5,4,2,0,616.298
805,5,5,2,1,1095.28
805,5,6,2,1,682.997
805,5,7,2,1,548.891
805,5,8,2,1,462.341
805,5,9,2,1,699.775
805,5,10,2,1,432.314
805,5,11,2,1,511.992
805,5,12,2,0,610.302
805,5,13,2,1,569.295
805,5,14,2,1,603.276
805,5,15,2,1,677.294
805,5,16,2,1,494.587
805,5,17,2,1,723.924
805,5,18,2,1,653.686
805,5,19,2,1,631.699
805,5,20,2,1,622.875
805,6,1,1,0,1269.8
805,6,2,1,1,961.044
805,6,3,1,1,1199.66
805,6,4,1,1,789.924
805,6,5,1,1,940.71
805,6,6,1,1,920.726
805,6,7,1,1,780.855
805,6,8,1,1,817.208
805,6,9,1,1,765.325
805,6,10,1,1,870.962
805,6,11,1,1,789.976
805,6,12,1,1,780.86
805,6,13,1,1,1001.09
805,6,14,1,1,687.58
805,6,15,1,1,881.481
805,6,16,1,1,682.926
805,6,17,1,1,1500.68
805,6,18,1,1,959.698
805,6,19,1,1,800.925
805,6,20,1,1,773.247
805,7,1,1,0,1151.91
805,7,2,1,1,1923.39
805,7,3,1,1,954.874
805,7,4,1,1,1041.52
805,7,5,1,1,834.675
805,7,6,1,1,1057.61
805,7,7,1,1,1071.93
805,7,8,1,1,814.18
805,7,9,1,1,882.617
805,7,10,1,1,884.052
805,7,11,1,1,840.107
805,7,12,1,1,705.651
805,7,13,1,0,496.208
805,7,14,1,1,730.737
805,7,15,1,1,830.98
805,7,16,1,1,758
805,7,17,1,1,815.672
805,7,18,1,1,811.291
805,7,19,1,1,720.148
805,7,20,1,1,721.852
805,8,1,2,1,892.598
805,8,2,2,1,715.298
805,8,3,2,1,626.501
805,8,4,2,1,647.129
805,8,5,2,1,595.614
805,8,6,2,1,531.022
805,8,7,2,1,509.158
805,8,8,2,1,548.647
805,8,9,2,1,700.112
805,8,10,2,1,560.499
805,8,11,2,0,1277.25
805,8,12,2,1,1387.09
805,8,13,2,1,664.897
805,8,14,2,1,704.011
805,8,15,2,1,655.187
805,8,16,2,1,1406.4
805,8,17,2,1,641.487
805,8,18,2,1,1051.37
805,8,19,2,1,604.443
805,8,20,2,1,901.86
805,9,1,2,1,758.864
805,9,2,2,1,856.413
805,9,3,2,1,780.71
805,9,4,2,1,635.658
805,9,5,2,1,610.753
805,9,6,2,1,756.964
805,9,7,2,1,579.833
805,9,8,2,1,696.543
805,9,9,2,1,690.217
805,9,10,2,1,620.031
805,9,11,2,1,643.292
805,9,12,2,1,735.85
805,9,13,2,1,876.361
805,9,14,2,1,645.644
805,9,15,2,1,746.373
805,9,16,2,1,785.28
805,9,17,2,1,909.722
805,9,18,2,1,724.292
805,9,19,2,1,526.294
805,9,20,2,1,560.156
805,10,1,1,1,1293.11
805,10,2,1,1,768.555
805,10,3,1,1,876.769
805,10,4,1,1,798.281
805,10,5,1,1,839.785
805,10,6,1,1,1081.33
805,10,7,1,1,810.477
805,10,8,1,1,638.646
805,10,9,1,1,728.475
805,10,10,1,0,730.332
805,10,11,1,1,824.522
805,10,12,1,1,831.546
805,10,13,1,1,760.939
805,10,14,1,1,842.72
805,10,15,1,1,844.051
805,10,16,1,1,733.847
805,10,17,1,1,786.063
805,10,18,1,1,1286.34
805,10,19,1,0,945.584
805,10,20,1,1,850.847
805,11,1,1,1,876.442
805,11,2,1,1,923.275
805,11,3,1,1,1076.56
805,11,4,1,1,797.765
805,11,5,1,1,919.222
805,11,6,1,1,896.59
805,11,7,1,1,975.399
805,11,8,1,1,699.236
805,11,9,1,1,898.331
805,11,10,1,1,777.202
805,11,11,1,1,1053.49
805,11,12,1,0,785.128
805,11,13,1,1,869.218
805,11,14,1,1,748.188
805,11,15,1,1,827.175
805,11,16,1,1,650.236
805,11,17,1,1,806.721
805,11,18,1,1,752.299
805,11,19,1,1,791.24
805,11,20,1,1,734.061
805,12,1,2,1,866.179
805,12,2,2,0,971.781
805,12,3,2,1,794.071
805,12,4,2,1,675.758
805,12,5,2,1,805.504
805,12,6,2,1,641.713
805,12,7,2,1,526.42
805,12,8,2,0,1111.88
805,12,9,2,1,803.954
805,12,10,2,1,757.068
805,12,11,2,1,636.604
805,12,12,2,1,952.942
805,12,13,2,1,735.738
805,12,14,2,1,731.552
805,12,15,2,1,709.079
805,12,16,2,1,996.917
805,12,17,2,1,613.927
805,12,18,2,0,845.239
805,12,19,2,1,1097.38
805,12,20,2,1,853.088
805,13,1,2,1,1065.92
805,13,2,2,1,680.324
805,13,3,2,1,610.088
805,13,4,2,1,556.164
805,13,5,2,1,702.165
805,13,6,2,1,637.361
805,13,7,2,1,671.241
805,13,8,2,1,934.38
805,13,9,2,1,618.395
805,13,10,2,0,487.132
805,13,11,2,0,589.94
805,13,12,2,1,520.427
805,13,13,2,1,653.087
805,13,14,2,1,654.977
805,13,15,2,1,603.526
805,13,16,2,1,661.51
805,13,17,2,1,532.705
805,13,18,2,1,622.758
805,13,19,2,1,557.922
805,13,20,2,1,637.645
805,14,1,1,1,913.973
805,14,2,1,1,1344.72
805,14,3,1,1,726.508
805,14,4,1,1,712.345
805,14,5,1,1,666.061
805,14,6,1,1,761.288
805,14,7,1,1,922.83
805,14,8,1,1,767.034
805,14,9,1,1,811.345
805,14,10,1,0,775.429
805,14,11,1,1,942.332
805,14,12,1,1,932.985
805,14,13,1,1,856.92
805,14,14,1,1,941.198
805,14,15,1,1,873.037
805,14,16,1,1,823.989
805,14,17,1,1,886.843
805,14,18,1,1,882.924
805,14,19,1,1,964.246
805,14,20,1,1,789.608
805,15,1,1,1,1317.14
805,15,2,1,1,709.869
805,15,3,1,1,924.894
805,15,4,1,1,773.684
805,15,5,1,0,698.616
805,15,6,1,1,788.197
805,15,7,1,1,771.271
805,15,8,1,1,703.48
805,15,9,1,1,894.542
805,15,10,1,1,690.774
805,15,11,1,1,775.178
805,15,12,1,1,747.607
805,15,13,1,1,802.508
805,15,14,1,1,630.592
805,15,15,1,1,1061.89
805,15,16,1,1,777.806
805,15,17,1,1,565.991
805,15,18,1,0,768.007
805,15,19,1,1,622.975
805,15,20,1,1,827.523
805,16,1,2,1,559.987
805,16,2,2,1,599.389
805,16,3,2,1,654.779
805,16,4,2,1,731.395
805,16,5,2,1,850.259
805,16,6,2,1,859.774
805,16,7,2,1,562.619
805,16,8,2,1,500.726
805,16,9,2,1,601.546
805,16,10,2,0,486.228
805,16,11,2,1,717.712
805,16,12,2,1,575.279
805,16,13,2,1,676.026
805,16,14,2,1,570.711
805,16,15,2,1,688.026
805,16,16,2,1,545.959
805,16,17,2,1,632.611
805,16,18,2,1,728.684
805,16,19,2,1,602.216
805,16,20,2,1,716.181
805,17,1,2,1,621.066
805,17,2,2,1,657.828
805,17,3,2,1,486.488
805,17,4,2,1,715.265
805,17,5,2,1,690.423
805,17,6,2,1,660.333
805,17,7,2,1,504.808
805,17,8,2,1,504.333
805,17,9,2,1,671.733
805,17,10,2,1,463.039
805,17,11,2,0,494.638
805,17,12,2,1,677.876
805,17,13,2,1,551.939
805,17,14,2,1,681.201
805,17,15,2,1,667.76
805,17,16,2,1,634.87
805,17,17,2,1,620.168
805,17,18,2,1,513.559
805,17,19,2,1,552.948
805,17,20,2,1,720.4
805,18,1,1,1,1098.14
805,18,2,1,1,885.953
805,18,3,1,1,879.448
805,18,4,1,1,854.162
805,18,5,1,1,847.775
805,18,6,1,1,793.161
805,18,7,1,1,840.116
805,18,8,1,1,721.581
805,18,9,1,1,792.852
805,18,10,1,1,807.881
805,18,11,1,1,841.3
805,18,12,1,1,818.811
805,18,13,1,1,799.038
805,18,14,1,1,840.595
805,18,15,1,1,850.072
805,18,16,1,1,798.463
805,18,17,1,1,768.001
805,18,18,1,1,876.265
805,18,19,1,1,1069.62
805,18,20,1,1,684.128
805,19,1,1,1,696.763
805,19,2,1,1,789.218
805,19,3,1,1,686.797
805,19,4,1,1,816.705
805,19,5,1,1,876.935
805,19,6,1,1,803.701
805,19,7,1,1,1000.06
805,19,8,1,1,961.182
805,19,9,1,1,754.42
805,19,10,1,1,897.455
805,19,11,1,1,685.661
805,19,12,1,1,887.504
805,19,13,1,1,819.465
805,19,14,1,1,807.735
805,19,15,1,1,761.259
805,19,16,1,1,784.352
805,19,17,1,1,767.335
805,19,18,1,1,795.571
805,19,19,1,1,829.152
805,19,20,1,1,820.033
805,20,1,2,1,1116.6
805,20,2,2,1,645.671
805,20,3,2,1,487.527
805,20,4,2,1,705.89
805,20,5,2,0,520.924
805,20,6,2,1,940.808
805,20,7,2,1,667.683
805,20,8,2,1,602.793
805,20,9,2,1,644.693
805,20,10,2,1,473.258
805,20,11,2,1,504.953
805,20,12,2,1,565.691
805,20,13,2,1,639.653
805,20,14,2,0,540.164
805,20,15,2,1,798.075
805,20,16,2,1,447.709
805,20,17,2,1,554.064
805,20,18,2,1,548.09
805,20,19,2,1,699.585
805,20,20,2,1,647.938
805,21,1,2,1,921.081
805,21,2,2,1,482.458
805,21,3,2,1,567.305
805,21,4,2,1,657.483
805,21,5,2,1,581.932
805,21,6,2,1,690.61
805,21,7,2,1,652.503
805,21,8,2,1,601.133
805,21,9,2,1,515.073
805,21,10,2,1,517.189
805,21,11,2,1,548.653
805,21,12,2,1,622.878
805,21,13,2,0,539.366
805,21,14,2,1,576.104
805,21,15,2,0,719.349
805,21,16,2,1,627.471
805,21,17,2,1,730.742
805,21,18,2,1,583.267
805,21,19,2,1,598.149
805,21,20,2,1,832.542
805,22,1,1,1,678.673
805,22,2,1,1,664.574
805,22,3,1,1,791.77
805,22,4,1,1,798.785
805,22,5,1,1,688.286
805,22,6,1,1,644.733
805,22,7,1,0,750.605
805,22,8,1,0,858.755
805,22,9,1,1,1100.37
805,22,10,1,1,695.907
805,22,11,1,1,772.317
805,22,12,1,1,734.099
805,22,13,1,1,674.284
805,22,14,1,1,753.568
805,22,15,1,1,791.92
805,22,16,1,1,727.565
805,22,17,1,1,851.864
805,22,18,1,0,821.549
805,22,19,1,1,996.197
805,22,20,1,1,852.903
805,23,1,1,1,892.117
805,23,2,1,1,712.145
805,23,3,1,1,673.858
805,23,4,1,1,707.768
805,23,5,1,1,722.801
805,23,6,1,1,636.713
805,23,7,1,1,806.703
805,23,8,1,1,858.784
805,23,9,1,1,806.92
805,23,10,1,1,648.487
805,23,11,1,1,797.062
805,23,12,1,1,790.671
805,23,13,1,1,701.595
805,23,14,1,1,692.67
805,23,15,1,1,937.219
805,23,16,1,1,741.279
805,23,17,1,1,860.241
805,23,18,1,1,715.023
805,23,19,1,1,700.868
805,23,20,1,1,715.887
805,24,1,2,1,1118.15
805,24,2,2,1,1031.28
805,24,3,2,1,613.772
805,24,4,2,1,562.413
805,24,5,2,1,692.405
805,24,6,2,0,432.881
805,24,7,2,1,706.229
805,24,8,2,1,577.447
805,24,9,2,1,677.538
805,24,10,2,1,541.32
805,24,11,2,1,698.147
805,24,12,2,1,689.201
805,24,13,2,1,586.95
805,24,14,2,1,762.389
805,24,15,2,1,683.356
805,24,16,2,1,789.887
805,24,17,2,1,636.821
805,24,18,2,1,830.762
805,24,19,2,1,805.779
805,24,20,2,1,599.223
805,25,1,2,0,473.026
805,25,2,2,1,621.838
805,25,3,2,1,634.574
805,25,4,2,1,599.037
805,25,5,2,1,720.753
805,25,6,2,1,618.787
805,25,7,2,1,639.243
805,25,8,2,1,681.253
805,25,9,2,1,733.688
805,25,10,2,1,690.133
805,25,11,2,1,686.635
805,25,12,2,1,523.13
805,25,13,2,1,613.308
805,25,14,2,1,700.513
805,25,15,2,1,611.63
805,25,16,2,1,776.196
805,25,17,2,1,639.066
805,25,18,2,1,625.234
805,25,19,2,1,544.362
805,25,20,2,1,455.112
805,26,1,1,1,956.391
805,26,2,1,1,781.841
805,26,3,1,1,874.03
805,26,4,1,1,659.623
805,26,5,1,1,664.018
805,26,6,1,1,679.266
805,26,7,1,0,675.74
805,26,8,1,1,744.249
805,26,9,1,1,743.199
805,26,10,1,1,622.156
805,26,11,1,1,626.688
805,26,12,1,0,905.996
805,26,13,1,1,635.287
805,26,14,1,1,1021.28
805,26,15,1,1,737.08
805,26,16,1,1,757.518
805,26,17,1,1,636.532
805,26,18,1,0,630.296
805,26,19,1,1,802.697
805,26,20,1,1,854.865
805,27,1,1,1,797.972
805,27,2,1,1,735.554
805,27,3,1,1,900.007
805,27,4,1,0,968.147
805,27,5,1,1,710.501
805,27,6,1,0,773.647
805,27,7,1,1,1079.14
805,27,8,1,1,792.196
805,27,9,1,1,823.087
805,27,10,1,1,763.475
805,27,11,1,1,791.737
805,27,12,1,1,766.747
805,27,13,1,1,890.873
805,27,14,1,1,879.064
805,27,15,1,1,824.512
805,27,16,1,1,636.59
805,27,17,1,1,798.563
805,27,18,1,1,709.588
805,27,19,1,1,724.715
805,27,20,1,1,798.329
805,28,1,2,1,1254.92
805,28,2,2,1,740.907
805,28,3,2,1,1201.22
805,28,4,2,1,762.096
805,28,5,2,1,1211.78
805,28,6,2,1,959.409
805,28,7,2,1,1136.48
805,28,8,2,1,676.222
805,28,9,2,1,1021.85
805,28,10,2,1,988.453
805,28,11,2,0,496.439
805,28,12,2,1,719.766
805,28,13,2,1,553.609
805,28,14,2,1,624.988
805,28,15,2,1,608.068
805,28,16,2,1,676.948
805,28,17,2,1,814.554
805,28,18,2,1,658.965
805,28,19,2,1,599.412
805,28,20,2,1,809.276
805,29,1,2,1,700
805,29,2,2,1,600.495
805,29,3,2,1,621.213
805,29,4,2,1,633.997
805,29,5,2,1,561.017
805,29,6,2,1,531.095
805,29,7,2,1,743.829
805,29,8,2,1,604.323
805,29,9,2,1,563.558
805,29,10,2,1,557.707
805,29,11,2,1,687.663
805,29,12,2,1,713.622
805,29,13,2,0,648.724
805,29,14,2,1,703.923
805,29,15,2,1,526.877
805,29,16,2,1,595.52
805,29,17,2,1,634.878
805,29,18,2,1,674.273
805,29,19,2,1,721.545
805,29,20,2,1,594.385
805,30,1,1,1,791.915
805,30,2,1,1,1422.87
805,30,3,1,1,1161.89
805,30,4,1,1,618.867
805,30,5,1,1,743.487
805,30,6,1,1,958.506
805,30,7,1,1,679.687
805,30,8,1,1,745.583
805,30,9,1,1,760.561
805,30,10,1,1,626.273
805,30,11,1,1,790.947
805,30,12,1,1,773.917
805,30,13,1,1,690.205
805,30,14,1,1,692.26
805,30,15,1,1,749.859
805,30,16,1,1,900.91
805,30,17,1,1,707.594
805,30,18,1,1,930.728
805,30,19,1,1,830.801
805,30,20,1,1,765.564
805,31,1,1,1,710.705
805,31,2,1,1,661.798
805,31,3,1,1,946.396
805,31,4,1,1,672.946
805,31,5,1,1,816.244
805,31,6,1,1,724.348
805,31,7,1,1,1142.2
805,31,8,1,1,908.387
805,31,9,1,1,971.098
805,31,10,1,1,1743.03
805,31,11,1,1,881.416
805,31,12,1,1,760.244
805,31,13,1,1,591.186
805,31,14,1,1,598.671
805,31,15,1,1,645.977
805,31,16,1,1,810.653
805,31,17,1,1,302.685
805,31,18,1,1,828.129
805,31,19,1,1,850.844
805,31,20,1,1,743.032
805,32,1,2,1,636.99
805,32,2,2,1,830.878
805,32,3,2,1,749.719
805,32,4,2,0,748.731
805,32,5,2,1,653.84
805,32,6,2,1,791.62
805,32,7,2,1,766.739
805,32,8,2,1,722.729
805,32,9,2,1,772.522
805,32,10,2,1,761.008
805,32,11,2,1,610.742
805,32,12,2,1,852.606
805,32,13,2,1,582.072
805,32,14,2,1,589.491
805,32,15,2,1,628.772
805,32,16,2,1,611.999
805,32,17,2,1,504.85
805,32,18,2,1,655.574
805,32,19,2,1,719.358
805,32,20,2,1,702.501
806,1,1,1,1,1930.61
806,1,2,1,1,2077.26
806,1,3,1,1,1492.33
806,1,4,1,1,2111.21
806,1,5,1,1,1534.25
806,1,6,1,0,7577.09
806,1,7,1,1,3643.92
806,1,8,1,1,1512.63
806,1,9,1,1,1942.27
806,1,10,1,1,2159.74
806,1,11,1,1,1012.55
806,1,12,1,1,1195.07
806,1,13,1,1,1097.15
806,1,14,1,1,1212.82
806,1,15,1,1,992.239
806,1,16,1,1,1022.89
806,1,17,1,1,2269.3
806,1,18,1,1,1153.5
806,1,19,1,1,943.604
806,1,20,1,1,1059.83
806,2,1,2,1,1725.3
806,2,2,2,1,4522.57
806,2,3,2,1,836.852
806,2,4,2,1,662.374
806,2,5,2,1,922.945
806,2,6,2,1,780.225
806,2,7,2,1,899.206
806,2,8,2,1,809.861
806,2,9,2,1,718.149
806,2,10,2,1,711.968
806,2,11,2,1,887.06
806,2,12,2,1,640.501
806,2,13,2,1,914.497
806,2,14,2,1,737.357
806,2,15,2,1,1061.48
806,2,16,2,1,945.532
806,2,17,2,1,797.428
806,2,18,2,1,740.214
806,2,19,2,1,760.604
806,2,20,2,1,743.617
806,3,1,2,1,823.579
806,3,2,2,1,598.538
806,3,3,2,1,472.515
806,3,4,2,1,743.998
806,3,5,2,1,623.234
806,3,6,2,1,694.331
806,3,7,2,1,634.849
806,3,8,2,1,652.832
806,3,9,2,1,697.368
806,3,10,2,1,693.902
806,3,11,2,1,658.257
806,3,12,2,1,550.765
806,3,13,2,1,502.228
