name    count_2012
Llulisa 17
Lluvia  3024
Lluviana    6
Lluvy   5
Lo  144
Loa 4276
Loammi  6
Loan    760
Loana   148
Loann   1448
Loanna  98
Loanne  605
Loany   31
Loarine 26
Loberta 61
Lochlan 5
Lochlyn 48
Lochlynn    7
Locie   176
Lockie  6519
Locklyn 41
Locklynn    7
Loda    1965
Loddie  32
Lodean  77
Lodell  115
Lodema  3602
Lodena  179
Lodia   35
Lodie   1399
Lodine  31
Loeda   38
Loel    28
Loella  965
Loena   123
Loene   60
Loeta   1501
Loetta  2238
Loette  124
Loeva   154
Loey    35
Logan   22256
Logann  385
Loganne 34
Logen   163
Logene  28
Loghan  325
Login   13
Logyn   154
Logynn  18
Lohgan  23
Lohoma  37
Loi 43
Loice   281
Loida   1564
Loie    1773
Loir    30
Lois    351069
Loisann 985
Loisanne    40
Loise   4581
Loisjean    68
Loismae 57
Loisteen    175
Loistene    96
Loistine    389
Lojain  5
Lokelani    126
Loki    18
Lola    185186
Lolabelle   29
Lolah   93
Lolamae 408
Lolanda 95
Lolani  6
Lolar   133
Loleatha    58
Loleatta    10
Lolene  123
Loleta  4815
Loletha 745
Lolethia    17
Loletia 85
Loletta 1048
Lolisa  80
Lolita  25531
Lolitha 263
Lolitta 109
Lolla   366
Lollie  11946
Lolly   1216
Lolo    149
Loma    17399
Lometa  482
Lomie   337
Lon 78
Lona    56112
Londa   4954
Londan  91
Londen  273
Londi   10
Londie  27
Londin  91
London  21669
Londonmarie 13
Londonrose  5
Londrea 13
Londyn  7020
Londynmarie 6
Londynn 616
Lonell  128
Lonesha 6
Loneta  645
Lonetta 1140
Lonette 613
Loney   3330
Longina 129
Loni    7015
Lonia   2108
Lonie   18573
Lonika  9
Lonisha 85
Lonita  1904
Lonna   8940
Lonnesha    7
Lonnetta    175
Lonnette    624
Lonni   1179
Lonnia  28
Lonnie  33547
Lonniesha   8
Lonnisha    44
Lonnita 13
Lonny   213
Lonya   162
Lonyea  6
Lonzetta    226
Lora    120183
Lorae   277
Lorah   181
Lorain  5494
Loraina 157
Loraine 55559
Lorainne    159
Loral   366
Loralai 177
Loralea 33
Loralee 5487
Loralei 1167
Lorali  278
Loralie 1546
Loralye 128
Loralyn 1137
Loralynn    15
Loramae 26
Loran   1484
Lorana  362
Loranda 239
Lorane  2199
Lorann  343
Loranna 8
Loranne 62
Loray   340
Lorayn  66
Lorayne 5937
Lore    3565
Lorea   462
Loreal  2214
Lorean  8337
Loreana 15
Loreane 161
Loreatha    269
Lorece  558
Loreda  1635
Loredana    598
Loree   13775
Loreen  11659
Loreena 263
Loreene 15
Loreeta 25
Loreina 5
Loreine 108
Loreita 81
Lorel   859
Lorelai 2786
Lorelee 670
Lorelei 17607
Loreley 49
Loreli  1128
Lorelie 1153
Lorell  1303
Lorella 1647
Lorelle 2748
Lorely  157
Lorelyn 51
Loren   19105
Lorena  106220
Lorence 30
Lorencita   37
Lorenda 2459
Lorene  90431
Lorenia 1060
Lorenn  5
Lorenna 168
Lorensa 24
Lorenza 14238
Lorenzo 818
Loresa  106
Lorese  110
Loressa 42
Loreta  6541
Loretha 7211
Loreto  49
Lorett  52
Loretta 244836
Lorette 5507
Loretto 11300
Lorey   826
Loreyna 5
Lorez   40
Lori    205189
Loria   3892
Loriah  43
Lorian  512
Loriana 342
Loriane 114
Loriann 7139
Lorianna    376
Lorianne    3423
Loribeth    236
Lorice  1650
Lorida  17
Lorie   31107
Lorieann    225
Loriece 57
Loriel  215
Loriell 7
Lorielle    295
Lorien  1443
Loriena 27
Loriene 637
Lorii   59
Lorijean    207
Lorijo  76
Lorilea 35
Lorilee 2581
Lorilei 512
Lorilie 37
Lorilyn 917
Lorilynn    381
Lorimar 52
Lorin   4570
Lorina  7070
Lorinda 13012
Lorine  33924
Loring  74
Lorinne 45
Loris   7866
Lorisa  839
Lorise  46
Lorisha 16
Lorissa 1999
Lorita  7157
Loritta 85
Loriyah 6
Lorma   383
Lorna   64178
Lornalee    30
Lorne   188
Loronda 27
Lorra   1265
Lorrae  36
Lorrain 2834
Lorraina    502
Lorraine    226850
Lorrainne   70
Lorrane 582
Lorrayne    4008
Lorre   1361
Lorree  229
Lorreen 58
Lorrel  19
Lorrell 15
Lorren  655
Lorrena 218
Lorrenda    9
Lorrene 2663
Lorreta 25
Lorretta    11135
Lorri   13548
Lorria  55
Lorrian 17
Lorriane    2187
Lorriann    204
Lorrianne   106
Lorrie  26064
Lorrieann   87
Lorrin  360
Lorrina 139
Lorrinda    324
Lorrine 4203
Lorrisa 17
Lorrita 70
Lorry   2965
Lorryn  47
Lory    5502
Loryanna    9
Loryn   2056
Lorynn  102
Loryssa 16
Losie   22
Lossie  10094
Lota    7855
Lotanna 6
Lotasha 30
Lotaya  10
Lotella 26
Lotha   26
Lotis   91
Lotonya 31
Lotosha 15
Lotoya  903
Lotta   10403
Lotte   71
Lotti   7
Lottie  155377
Lotty   51
Lottye  150
Lotus   5560
Lou 103278
Louaine 21
Louan   351
Louana  404
Louann  13758
Louanna 7425
Louanne 6157
Loubelle    26
Louberta    265
Loubertha   144
Loucile 639
Loucille    1775
Loucinda    807
Loudean 64
Loudell 195
Loudella    31
Loudes  15
Loueen  131
Louell  51
Louella 61935
Louelle 64
Louellen    2449
Louene  48
Louese  96
Louetta 11664
Louette 106
Loueva  110
Lougene 177
Lougenia    302
Louida  443
Louie   22986
Louies  54
Louiese 90
Louina  26
Louine  365
Louis   18144
Louisa  79112
Louise  454206
Louiseann   30
Louisette   24
Louisia 19
Louisiana   3336
Louiza  250
Loujean 46
Loukisha    164
Loukya  6
Loula   10104
Louna   5
Lounell 631
Lounette    559
Loura   1835
Louraine    201
Lourd   6
Lourdes 24020
Lourdez 184
Lourdine    28
Louree  50
Louren  80
Lourena 305
Lourene 1478
Louretha    26
Louretta    1451
Louri   200
Louria  59
Lourie  1631
Lourinda    20
Lourine 1921
Lourita 20
Lousia  252
Lousie  785
Loutricia   22
Louva   297
Louvada 25
Louvella    140
Louvena 257
Louvene 38
Louvenia    25353
Louvina 1967
Louvine 25
Louvinia    1697
Louvonia    64
Louwana 92
Louwanna    60
Lova    3010
Lovada  340
Lovanda 29
Lovann  28
Love    8907
Loveah  41
Loveaya 6
Loveda  987
Lovel   37
Lovelee 51
Loveleen    48
Lovelia 31
Lovell  3597
Lovella 8295
Lovelle 435
Lovely  2458
Lovelyn 38
Lovelynn    13
Lovena  2369
Lovene  338
Lovenia 4639
Lovera  119
Lovern  57
Loverne 23
Lovesta 66
Loveta  1684
Lovetta 4509
Lovette 946
Lovey   5872
Loveya  5
Lovi    33
Lovia   161
Lovice  105
Lovie   37768
Lovilla 68
Lovina  13774
Lovine  31
Lovinia 460
Lovis   144
Lovisa  377
Lovita  48
Lovonda 12
Lovonia 42
Lovonne 15
Lowana  501
Lowanda 1671
Lowanna 154
Lowayne 30
Lowe    5
Lowell  1976
Lowella 331
Lowene  31
Loweta  27
Lowrine 27
Lowry   17
Loxi    104
Loxie   233
Loxley  14
Loy 4808
Loya    28
Loyal   323
Loyalti 7
Loyalty 141
Loyce   15918
Loycie  24
Loyd    473
Loyda   419
Loydene 151
Loye    1001
Loyette 63
Loyola  4252
Loys    787
Loyse   45
Loza    26
Lozelle 56
Ltanya  1536
Ltonya  98
Ltoya   19
Lu  13480
Lua 244
Luada   86
Luan    2145
Luana   11362
Luanda  64
Luane   1035
Luann   24316
Luanna  6640
Luanne  18061
Luara   132
Luba    2438
Lubell  26
Luberdie    25
Luberta 8953
Lubertha    4339
Lubie   29
Lubina  25
Lubna   453
Lubov   50
Luby    289
Luca    640
Lucabella   6
Lucas   561
Lucca   251
Luccia  48
Lucciana    65
Luce    35
Lucea   10
Luceal  1620
Lucecita    48
Lucee   34
Luceil  1134
Luceile 26
Luceille    193
Lucele  73
Lucelenia   36
Luceli  20
Lucelia 497
Lucell  25
Lucella 356
Lucelle 175
Lucely  91
Lucena  70
Lucenda 178
Lucendia    690
Lucene  80
Lucenia 26
Lucerito    564
Lucero  7344
Lucertia    17
Lucesita    30
Lucetta 4833
Lucette 887
Lucey   52
Lucha   12
Luchana 78
Luchanna    11
Luchia  5
Luchiana    11
Luchina 30
Luci    3875
Lucia   78249
Lucian  82
Luciana 8938
Luciann 170
Lucianna    1010
Lucianne    539
Lucie   29895
Luciel  4867
Luciele 29
Luciell 103
Luciella    13
Lucielle    851
Lucien  5
Lucienna    5
Lucienne    5883
Lucija  5
Lucil   327
Lucila  6292
Lucile  109963
Lucilia 43
Lucill  1533
Lucilla 3694
Lucille 300116
Lucillia    13
Lucillie    1450
Lucina  4760
Lucinda 97017
Lucindia    1210
Lucindy 1830
Lucine  783
Lucinia 11
Lucious 31
Lucita  644
Luckie  39
Lucky   1037
Lucrecia    2792
Lucresha    153
Lucreshia   14
Lucresia    131
Lucreta 57
Lucretia    46703
Lucrezia    988
Lucricia    21
Lucritia    36
Lucy    306039
Lucyana 21
Lucyann 507
Lucyanna    10
Lucye   143
Lucyle  1934
Lucylle 1454
Lucymae 84
Lucymarie   5
Lucynda 117
Lucyrose    5
Luda    3832
Luddie  1657
Ludean  851
Ludell  1456
Ludella 884
Ludelle 32
Ludene  438
Ludia   987
Ludie   27700
Ludine  53
Ludivina    1219
Ludmila 753
Ludmilla    1555
Ludora  179
Ludvina 25
Ludwika 104
Ludwina 128
Ludy    1407
Lue 40963
Lueann  21
Luease  28
Lueberta    25
Luebertha   97
Luecile 185
Luecille    54
Luecinda    53
Luedella    26
Luedora 24
Lueella 88
Luegene 53
Luegenia    60
Luell   82
Luella  105249
Luellar 668
Luelle  5
Luellen 3492
Lueller 145
Luena   30
Luereatha   21
Luerene 54
Lueretha    28
Lueseal 26
Luethel 60
Luetricia   23
Luetta  15860
Lueva   30
Luevenia    4446
Luevertha   25
Luevina 260
Luevinia    69
Lugarda 498
Lugardita   25
Lugene  2822
Lugenia 6473
Lugina  30
Luicana 22
Luida   51
Luigina 69
Luis    3174
Luisa   30437
Luisafernanda   35
Luisana 803
Luisanna    61
Luise   3110
Luisiana    11
Luisita 8
Luiza   659
Lujain  127
Lujane  33
Lujayn  41
Lujean  1387
Lujuan  17
Lujuana 263
Luka    249
Lukas   19
Luke    717
Lukesha 44
Lukeshia    24
Lukisha 175
Lul 15
Lula    219686
Lulabell    212
Lulabelle   744
Lulah   730
Lulamae 819
Lulani  26
Lular   9827
Luler   25
Luley   5
Lulia   615
Lulie   3750
Lulla   3935
Lulu    81038
Lulubell    61
Lulubelle   474
Luly    26
Luma    107
Lumen   41
Lumi    37
Lumina  302
Lummie  1143
Lun 6
Luna    31036
Lunabella   18
Lunabelle   13
Lunah   34
Lunda   98
Lunden  351
Lundin  33
Lundon  214
Lundy   29
Lundyn  591
Lundynn 50
Lunell  464
Lunelle 34
Lunetta 434
Lunette 1727
Lunie   151
Lunna   101
Lunnie  59
Luola   30
Lupe    49621
Lupie   372
Lupita  9868
Lura    57700
Lurae   419
Lurah   26
Luraine 26
Lurana  458
Luray   143
Lurdes  928
Lurean  29
Lureatha    71
Luree   955
Lureen  20
Luren   8
Lurena  3943
Lurenda 20
Lurene  5567
Lureta  37
Luretha 2467
Luretta 2240
Luria   368
Lurie   564
Lurinda 49
Lurine  1457
Lurla   61
Lurlean 1751
Lurlee  25
Lurleen 601
Lurlene 5008
Lurley  218
Lurlie  650
Lurline 13741
Lurlyne 25
Lus 1177
Lusana  9
Luscious    11
Luseane 13
Luserito    7
Lusero  167
Lusetta 26
Lusha   13
Lushana 14
Lushawn 10
Lushonda    11
Lushus  9
Lusia   420
Lusiana 13
Lusila  51
Lusine  109
Luster  60
Luta    594
Lutece  28
Lutha   206
Luther  2400
Luthera 80
Luticia 352
Lutie   13248
Lutina  11
Lutisha 942
Lutishia    26
Lutitia 162
Lutrecia    30
Lutrell 24
Lutrelle    50
Lutrica 34
Lutricia    2532
Luttie  672
Luul    18
Luv 103
Luva    524
Luvada  701
Luvella 26
Luvena  1058
Luvenia 29553
Luvera  55
Luvern  564
Luverna 873
Luverne 4829
Luverta 346
Luvia   67
Luvina  3758
Luvine  65
Luvinia 2031
Luvonia 25
Luvonne 22
Luwam   44
Luwana  1141
Luwanda 401
Luwanna 617
Lux 392
Luxe    23
Luxi    7
Luxie   23
Luxx    6
Luxy    5
Luz 44612
Luzclarita  47
Luzdari 5
Luzdary 15
Luzelena    348
Luzell  24
Luzenia 24
Luzero  15
Luzetta 207
Luzette 21
Luzia   10
Luzmaria    817
Luzmarie    25
Luzmary 8
Luzmila 5
Luzviminda  28
Ly  469
Lya 429
Lyah    139
Lyan    45
Lyana   466
Lyanah  11
Lyandra 36
Lyani   22
Lyann   372
Lyanna  622
Lyannah 6
Lyanne  604
Lyanni  6
Lyasia  55
Lyba    36
Lyberti 63
Lyberty 27
Lycia   201
Lycinda 16
Lycrecia    18
Lyda    39324
Lyddia  5
Lyde    170
Lydea   54
Lydell  58
Lydia   256921
Lydiah  152
Lydian  143
Lydiana 58
Lydiann 332
Lydianna    27
Lydianne    5
Lydie   2345
Lydya   6
Lyela   5
Lyelah  5
Lyfe    31
Lygia   323
Lyia    5
Lyiah   13
Lyka    10
Lyla    33476
Lylah   2493
Lylarose    5
Lylas   91
Lyle    6859
Lylee   69
Lyli    27
Lylia   814
Lyliah  14
Lylian  265
Lyliana 248
Lylianah    44
Lyliann 5
Lylianna    65
Lylie   39
Lylis   51
Lylith  58
Lylla   58
Lyllah  14
Lylli   17
Lyllian 456
Lylliana    44
Lyllie  54
Lyllyan 5
Lyly    159
Lylybell    14
Lymari  66
Lyn 16954
Lyna    1904
Lynae   2239
Lynann  927
Lynanne 641
Lynasia 74
Lynaya  15
Lyncoln 24
Lynda   85519
Lyndah  7
Lyndal  1602
Lyndale 15
Lyndall 3621
Lynde   1020
Lyndee  1809
Lyndel  828
Lyndell 3669
Lyndelle    41
Lynden  466
Lynder  23
Lyndi   2673
Lyndia  3797
Lyndie  942
Lyndin  14
Lyndley 16
Lyndol  62
Lyndon  196
Lyndora 184
Lyndra  38
Lyndsae 9
Lyndsay 9559
Lyndse  65
Lyndsea 28
Lyndsee 443
Lyndsey 17879
Lyndsi  1602
Lyndsie 2139
Lyndsy  1012
Lyndy   648
Lyndze  19
Lyndzee 62
Lyndzey 18
Lyndzi  77
Lyndzie 151
Lyndzy  8
Lyne    708
Lynea   748
Lyneah  5
Lynee   762
Lyneisha    66
Lynel   219
Lynell  5953
Lynelle 5219
Lynese  85
Lynesha 128
Lyneshia    14
Lynessa 137
Lynet   71
Lyneth  15
Lynett  1297
Lynetta 4223
Lynette 60387
Lynh    13
Lynia   160
Lyniah  164
Lynice  33
Lynika  12
Lynis   21
Lynise  259
Lynisha 165
Lynissa 10
Lynita  1116
Lynix   5
Lyniya  5
Lyniyah 6
Lynlea  16
Lynlee  902
Lynleigh    102
Lynley  987
Lynli   14
Lynlie  15
Lynmarie    53
Lynn    154058
Lynna   4359
Lynnae  2461
Lynnai  22
Lynnann 836
Lynnanne    133
Lynnasia    10
Lynnaya 19
Lynnda  2592
Lynndsey    8
Lynne   72289
Lynnea  3357
Lynneah 29
Lynneann    17
Lynnel  379
Lynnell 1919
Lynnelle    828
Lynnesha    13
Lynnessa    7
Lynnet  257
Lynnete 13
Lynnett 812
Lynnetta    1613
Lynnette    27597
Lynnex  8
Lynnia  23
Lynniah 55
Lynnie  961
Lynnis  40
Lynnise 26
Lynnisha    17
Lynnita 200
Lynnix  6
Lynnlea 5
Lynnlee 246
Lynnleigh   27
Lynnley 13
Lynnmarie   589
Lynnox  7
Lynnsay 16
Lynnsey 1107
Lynnsie 141
Lynnzee 50
Lynnzie 85
Lynora  426
Lynore  411
Lynsay  530
Lynse   22
Lynsea  8
Lynsee  194
Lynsey  7080
Lynsi   683
Lynsie  1449
Lynsy   71
Lynthia 42
Lynwood 23
Lynze   204
Lynzee  1055
Lynzey  46
Lynzi   706
Lynzie  1179
Lynzy   107
Lyola   147
Lyonna  6
Lyra    3097
Lyrae   130
Lyrah   52
Lyria   12
Lyric   10314
Lyrica  252
Lyrical 39
Lyricc  5
Lyrick  99
Lyrics  32
Lyrie   12
Lyrik   554
Lyrika  25
Lyriq   325
Lyrique 53
Lyris   49
Lyrissa 34
Lyrix   5
Lysa    1773
Lysandra    1112
Lysbeth 464
Lysette 1197
Lysha   75
Lyshon  16
Lyssa   2405
Lyssette    76
Lyta    13
Lytia   19
Lytina  7
Lytisha 30
Lytonia 92
Lytonya 19
Lytzi   5
Lytzy   54
Lyubov  30
Lyudmila    13
Lyvette 23
Lyvia   328
Lyvonne 899
Lywanda 16
Lyza    520
Lyzah   8
Lyzandra    5
Lyzbeth 72
Lyzeth  23
Lyzette 469
Ma  1242
Maaha   5
Maahi   128
Maahika 5
Maaike  16
Maali   5
Maaliyah    173
Maame   104
Maanasa 94
Maansi  117
Maanvi  5
Maanya  136
Maari   32
Maaria  30
Maariyah    12
Maat    41
Maaya   12
Maayan  422
Mabel   319795
Mabelene    318
Mabelin 5
Mabeline    669
Mabell  8212
Mabelle 31413
Maber   20
Mabeth  146
Mabil   8
Mabinty 5
Mable   146622
Mablean 108
Mablene 118
Mabree  16
Mabrey  80
Mabrie  12
Mabry   650
Mabyn   7
Mac 120
Macady  41
Macaela 389
Macaiah 67
Macaila 178
Macailah    6
Macailyn    11
Macaire 9
Macala  199
Macalah 50
Macall  124
Macalla 10
Macara  6
Macarena    163
Macari  11
Macaria 894
Macartney   6
Macaulay    21
Macauley    41
Macayla 2318
Macaylah    50
Macayle 50
Macaylee    30
Macee   1594
Macel   5448
Macelyn 18
Macen   5
Macenna 7
Macenzi 8
Macenzie    388
Macey   11099
Machael 13
Machaela    526
Machala 60
Machayla    38
Mache   15
Macheal 46
Macheala    12
Machel  370
Machela 14
Machele 1128
Machell 1462
Machella    39
Machelle    6826
Machenzie   33
Machia  11
Machiah 12
Machiya 7
Maci    11644
Macia   39
Maciah  136
Macie   33963
Maciee  5
Maciel  289
Macii   14
Macil   1295
Macilynn    25
Mack    955
Mackaela    5
Mackala 6
Mackanzie   11
Mackay  23
Mackayla    1145
Mackaylah   5
Mackaylee   12
Mackena 89
Mackenize   308
Mackenlee   10
Mackenley   6
Mackenlie   5
Mackenna    2886
Mackennah   14
Mackensey   142
Mackensi    107
Mackensie   1029
Mackensy    5
Mackenze    93
Mackenzee   762
Mackenzey   159
Mackenzi    2095
Mackenzie   
95425
Mackenzy    1006
Mackenzye   119
Mackie  4049
Mackinlee   16
Mackinley   213
Mackinsey   199
Mackinze    150
Mackinzee   73
Mackinzey   10
Mackinzi    29
Mackinzie   871
Mackinzy    21
Macklyn 20
Mackynze    8
Mackynzie   244
Maclain 5
Maclaine    90
Maclaren    27
Maclay  13
Maclayne    18
Macle   104
Maclovia    610
Maclyn  5
Macola  25
Macon   394
Macrina 205
Macy    36022
Macye   24
Macyn   538
Macynn  6
Mada    5306
Madai   549
Madailein   143
Madajah 22
Madalaine   106
Madalee 41
Madaleine   265
Madalen 273
Madalena    1388
Madalene    8329
Madalie 19
Madaliene   6
Madalin 878
Madalina    35
Madaline    20478
Madalinn    10
Madalon 59
Madaly  5
Madalyn 30252
Madalyne    962
Madalynn    6026
Madalynne   920
Madasen 21
Madasin 44
Madason 201
Madasyn 379
Maday   77
Madaya  16
Madchen 19
Maddalena   1052
Maddalyn    310
Maddalynn   119
Maddax  8
Maddee  6
Maddeline   105
Maddelyn    404
Maddelynn   98
Madden  578
Maddex  13
Maddi   369
Maddie  6024
Maddielynn  12
Maddigan    23
Maddilyn    473
Maddilynn   251
Maddisen    553
Maddison    14890
Maddisson   7
Maddisyn    669
Maddix  121
Maddlynn    6
Maddox  601
Maddux  94
Maddy   484
Maddylynn   5
Maddyn  269
Maddysen    52
Maddyson    652
Maddyx  69
Madee   14
Madeeha 66
Madeira 28
Madel   53
Madelaine   7330
Madelane    7
Madelayne   11
Madelein    190
Madeleine   72140
Madelen 78
Madelena    178
Madelene    12431
Madeley 28
Madeleyn    22
Madeliene   1918
Madelin 4681
Madelina    435
Madeline    
235337
Madelinn    54
Madelinne   12
Madelis 29
Madeliz 11
Madell  923
Madella 210
Madelle 125
Madelline   158
Madellyn    54
Madellyne   7
Madelon 9386
Madely  13
Madelyn 96485
Madelyne    5801
Madelyngrace    6
Madelynn    11936
Madelynne   1821
Madelys 5
Madena  44
Madene  65
Madesen 13
Madeson 24
Madesyn 168
Madgalene   37
Madge   68702
Madgel  24
Madgelene   196
Madgeline   373
Madgie  5106
Madgline    54
Madhavi 130
Madhulika   7
Madhumita   8
Madhumitha  32
Madhura 11
Madhuri 94
Madi    136
Madia   446
Madian  7
Madicella   5
Madicyn 102
Madie   25365
Madielyn    6
Madielynn   7
Madigan 804
Madiha  319
Madilee 38
Madilen 10
Madilene    6
Madilin 36
Madiline    139
Madilyn 12247
Madilyne    239
Madilynn    4674
Madilynne   315
Madina  857
Madinah 221
Madine  1332
Madis   35
Madisan 207
Madisen 5362
Madisin 112
Madison 282181
Madisongrace    5
Madisonrose 6
Madissen    206
Madisson    1024
Madissyn    37
Madisun 233
Madisyn 12294
Madisynn    237
Madisynne   12
Madlen  74
Madlene 200
Madlin  80
Madline 1457
Madlyn  10546
Madlyne 140
Madlynn 86
Madlynne    25
Madoka  30
Madolin 994
Madoline    385
Madolyn 7328
Madolynn    29
Madona  32
Madonna 28702
Madora  2788
Madra   98
Madrene 30
Madria  40
Madrid  55
Madsen  5
Madsion 24
Mady    451
Madylan 41
Madylen 7
Madylin 517
Madyline    40
Madylyn 81
Madylynn    21
Madyn   147
Madysan 19
Madysen 2666
Madysin 228
Madysn  29
Madyson 11398
Madysson    39
Madysun 90
Madysyn 104
Madyx   18
Mae 238232
Maebel  37
Maebell 6329
Maebelle    9007
Maebh   16
Maebree 12
Maebri  5
Maebrie 5
Maebry  54
Maeby   37
Maecee  20
Maeci   97
Maecie  56
Maecy   193
Maecyn  36
Maeda   5
Maedean 264
Maedell 1489
Maedelle    144
Maegan  12001
Maegann 16
Maegen  1406
Maeghan 1525
Maeghen 49
Maegon  15
Maekayla    93
Maela   85
Maelana 5
Maelani 92
Maelea  36
Maeleah 11
Maelee  592
Maelei  6
Maeleigh    217
Maelena 29
Maelene 199
Maeley  75
Maeli   220
Maelia  11
Maelie  143
Maelin  137
Maelina 6
Maelle  180
Maely   116
Maelyn  739
Maelynn 739
Maelys  23
Maemi   5
Maeola  2575
Maeoma  29
Maerene 124
Maerose 26
Maeryn  48
Maesa   20
Maesha  16
Maesie  6
Maeson  154
Maesyn  125
Maeta   5
Maetta  129
Maeva   310
Maeve   9404
Maeven  19
Maezell 84
Maezie  29
Mafalda 6585
Mafata  6
Mag 252
Magabi  14
Magaby  99
Magalena    10
Magalene    2633
Magali  4651
Magalie 444
Magaline    2309
Magalis 29
Magalli 7
Magally 143
Magaly  6830
Magan   4249
Magaret 2361
Magarita    37
Magavi  5
Magda   6903
Magdala 101
Magdalen    21326
Magdalena   
52422
Magdalene   
38972
Magdali 6
Magdalia    15
Magdalina   304
Magdaline   6369
Magdaly 5
Magdalyn    528
Magdalynn   78
Magdelana   6
Magdelena   1199
Magdelene   738
Magdelin    8
Magdelina   29
Magdeline   2294
Magdelyn    158
Magdiel 23
Magdlene    247
Magdline    119
Magean  30
Magee   17
Magel   52
Mageline    127
Magen   5036
Magena  5
Magenta 234
Maggee  31
Maggen  9
Maggi   1236
Maggie  239296
Maggielean  35
Maggy   521
Maghan  812
Maghann 11
Maghen  170
Magi    5
Magic   52
Magie   1120
Magin   120
Magline 233
Magnola 34
Magnolia    33172
Magon   308
Maguadalupe 86
Maguerite   25
Maguire 67
Mah 5
Maha    1981
Mahagany    30
Mahagony    260
Mahaila 110
Mahailey    16
Mahak   57
Mahal   6
Mahala  17898
Mahalah 62
Mahalakshmi 5
Mahalet 5
Mahaley 794
Mahali  11
Mahalia 6938
Mahaliah    7
Mahalie 1922
Mahalya 6
Maham   255
Mahana  23
Mahari  96
Mahasin 153
Mahathi 155
Mahati  63
Mahawa  17
Mahayla 645
Mahaylee    5
Mahaylia    5
Mahdeen 33
Mahdia  5
Mahdiya 41
Mahealani   581
Mahee   12
Maheen  552
Mahek   355
Mahelet 16
Mahely  7
Mahi    666
Mahia   6
Mahika  284
Mahima  366
Mahin   19
Mahina  311
Mahira  121
Mahisha 12
Mahita  32
Mahitha 57
Mahiya  71
Mahiyah 24
Mahkayla    158
Mahkaylah   13
Mahkenna    12
Mahkenzie   29
Mahkiya 5
Mahkya  11
Mahkyla 5
Mahlah  5
Mahlani 6
Mahlaya 13
Mahlea  16
Mahleah 11
Mahlena 5
Mahlet  153
Mahli   72
Mahlia  318
Mahliya 10
Mahliyah    5
Mahlon  11
Mahnaz  11
Mahniya 24
Mahnoor 615
Maho    11
Mahoganee   5
Mahoganey   11
Mahogani    206
Mahoganie   82
Mahogany    4179
Mahoghany   14
Mahogony    149
Mahra   6
Mahreen 77
Mahri   58
Mahria  48
Mahriah 18
Mahrosh 24
Mahrukh 81
Mahsa   100
Mahtab  15
Mahum   197
Mahveen 6
Mahwish 17
Mahya   24
Mai 10936
Maia    12860
Maiah   746
Maialen 5
Maiana  37
Maianh  27
Maiara  21
Maica   5
Maicee  115
Maicey  59
Maicie  86
Maicy   79
Maicyn  5
Maida   14790
Maidah  7
Maide   7
Maidee  30
Maidell 29
Maidelyn    10
Maiden  10
Maider  6
Maidie  1469
Maidson 7
Maie    3341
Maielle 14
Maiesha 52
Maigan  357
Maigen  158
Maigon  7
Maija   1653
Maijah  7
Maika   389
Maikayla    61
Maiken  6
Maikia  22
Maiko   116
Maikou  50
Maila   332
Mailah  17
Mailan  39
Mailani 128
Maile   5745
Mailea  5
Mailee  498
Maileen 31
Mailei  15
Maileigh    6
Mailen  68
Mailene 10
Mailey  283
Maili   366
Mailia  11
Mailie  16
Mailin  136
Mailing 10
Mailinh 26
Maille  193
Maily   322
Mailyn  520
Mailynn 125
Maimoona    15
Maimouna    318
Maimuna 145
Maina   6
Maine   197
Mainhia 24
Mainou  7
Maiquel 8
Maira   8315
Mairah  20
Mairani 60
Mairany 77
Maire   2409
Mairead 1357
Maireli 5
Mairely 68
Mairen  49
Mairene 11
Mairenn 6
Mairi   332
Mairim  91
Mairin  680
Mairlyn 339
Mairyn  115
Mais    18
Maisa   168
Maisah  21
Maisee  120
Maisen  49
Maisey  406
Maisha  2979
Maisie  8875
Maisley 7
Maislyn 5
Maison  563
Maissa  12
Maisy   1168
Maisyn  127
Maita   28
Maite   2575
Maithe  14
Maithili    21
Maiti   6
Maitland    196
Maitlin 14
Maitlyn 115
Maitreya    7
Maitreyi    23
Maitri  99
Maitte  12
Maive   19
Maivy   9
Maiya   3639
Maiyah  351
Maiyer  14
Maiysha 46
Maiza   10
Maizah  8
Maize   19
Maizee  80
Maizey  153
Maizie  4230
Maizy   569
Maja    2022
Majayla 18
Majd    13
Majda   12
Majeeda 11
Majel   2031
Majella 20
Majenta 9
Majerle 29
Majesta 264
Majesti 38
Majestic    229
Majesty 511
Majida  10
Majken  9
Major   93
Majorie 6704
Majorlynn   31
Majuma  5
Maka    12
Makada  5
Makaela 2761
Makaelah    86
Makaelyn    116
Makaelynn   16
Makahia 6
Makahla 122
Makai   186
Makaia  228
Makaiah 88
Makaila 4674
Makailah    488
Makailee    66
Makailey    60
Makaili 11
Makaily 5
Makailyn    181
Makailynn   19
Makaira 6
Makaiya 375
Makaiyah    120
Makaiyla    29
Makala  4038
Makalah 696
Makalea 6
Makalee 56
Makalei 5
Makaleigh   93
Makaley 132
Makali  39
Makalia 441
Makaliah    52
Makalie 40
Makalla 29
Makalya 289
Makalyn 346
Makalynn    113
Makamae 6
Makana  235
Makani  29
Makanna 6
Makara  194
Makarah 5
Makari  57
Makaria 54
Makasha 6
Makasia 5
